#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
TRINITY_DN706_c0_g1_i11	1	7032	497	2810	39.9602	10.1226	37.9	255
TRINITY_DN739_c0_g1_i4	1	1226	54	464	37.8467	4.83605	35.7	236
TRINITY_DN773_c0_g1_i3	1	2143	397	1347	62.8558	27.293	38.1	255
TRINITY_DN733_c0_g1_i1	1	1696	69	454	26.7689	5.97111	37.8	85
TRINITY_DN733_c0_g1_i3	1	1694	186	634	37.4262	16.258	38.6	206
TRINITY_DN761_c0_g1_i1	1	3178	64	573	18.0302	2.83197	38	255
TRINITY_DN2405_c1_g1_i5	1	3771	1036	2618	69.4246	23.1854	37.6	162
TRINITY_DN2412_c0_g1_i1	1	1369	70	798	58.2907	6.84368	36.8	255
TRINITY_DN2465_c0_g1_i1	1	2068	16	344	16.6344	0.88588	36.1	255
TRINITY_DN14159_c0_g1_i5	1	669	99	496	74.1405	21.997	38.7	255
TRINITY_DN25160_c0_g1_i1	1	560	24	356	63.5714	5.82321	37.2	255
TRINITY_DN63126_c0_g1_i1	1	2057	232	853	41.4682	16.58	38.3	255
TRINITY_DN5678_c0_g1_i4	1	2055	293	1457	70.9002	20.5956	38.1	255
TRINITY_DN16411_c0_g1_i4	1	306	1	44	14.3791	0.143791	28.2	255
TRINITY_DN546_c0_g1_i10	1	5701	920	3263	57.2356	22.4662	38	255
TRINITY_DN570_c1_g1_i8	1	5135	88	1163	22.6485	2.31899	37.2	255
TRINITY_DN530_c0_g1_i2	1	1365	434	1163	85.2015	43.8476	36.7	254
TRINITY_DN595_c0_g1_i14	1	3283	2005	2205	67.1642	87.7118	37.7	187
TRINITY_DN549_c0_g1_i2	1	4907	284	1563	31.8525	6.00591	36.7	185
TRINITY_DN554_c0_g1_i3	1	2184	118	1536	70.3297	6.8924	38.2	214
TRINITY_DN504_c0_g1_i4	1	4755	512	2105	44.2692	6.85552	36.9	0.498
TRINITY_DN504_c0_g1_i3	1	5081	492	2493	49.0651	6.95139	37.2	27
TRINITY_DN592_c1_g1_i7	1	2532	109	955	37.7172	2.97314	36.7	101
TRINITY_DN592_c1_g1_i6	1	2363	59	499	21.1172	0.750741	32.9	0
TRINITY_DN592_c1_g1_i1	1	2245	72	681	30.3341	1.249	34	7.08
TRINITY_DN535_c0_g1_i16	1	3781	7211	3484	92.1449	273.704	37.8	255
TRINITY_DN593_c0_g1_i4	1	3634	1470	3462	95.2669	58.7364	37.7	255
TRINITY_DN511_c1_g1_i4	1	3502	307	1872	53.4552	12.8604	37.8	169
TRINITY_DN511_c1_g1_i1	1	3043	90	1283	42.1623	4.29346	37.8	0
TRINITY_DN6504_c0_g2_i1	1	667	82	472	70.7646	18.1154	37.9	255
TRINITY_DN6505_c0_g1_i1	1	6157	1726	4461	72.4541	40.3758	38.1	255
TRINITY_DN6536_c0_g1_i8	1	1327	904	1102	83.0445	33.8885	37	142
TRINITY_DN6509_c0_g1_i5	1	1961	517	1614	82.3049	38.2223	37.8	255
TRINITY_DN13749_c0_g1_i1	1	284	51	240	84.507	26.4718	38.2	255
TRINITY_DN5932_c0_g1_i1	1	2286	11	317	13.867	0.609361	36.3	0
TRINITY_DN5932_c0_g1_i2	1	2286	8	201	8.79265	0.475503	39.5	0
TRINITY_DN14529_c0_g1_i2	1	1568	110	500	31.8878	10.0051	38.2	255
TRINITY_DN48_c0_g1_i2	1	2464	208	1271	51.5828	11.3003	36.6	255
TRINITY_DN4_c1_g1_i1	1	1437	52	532	37.0216	5.05915	37.1	245
TRINITY_DN47_c2_g1_i4	1	2651	102	552	20.8223	2.65598	37.2	198
TRINITY_DN33_c0_g1_i1	1	3195	925	1621	50.7355	33.502	37.6	255
TRINITY_DN15_c9_g1_i2	1	2137	403	1685	78.8489	27.576	38	255
TRINITY_DN29_c0_g1_i9	1	2754	762	2360	85.6935	40.6649	38.1	255
TRINITY_DN5_c41_g1_i1	1	1921	286	1257	65.4347	20.6637	38.5	255
TRINITY_DN90_c0_g1_i7	1	7029	453	1820	25.8927	9.41329	38	255
TRINITY_DN66_c0_g1_i3	1	4281	408	1488	34.7582	10.0598	37.5	244
TRINITY_DN0_c1_g1_i1	1	722	71	434	60.1108	14.3809	38.1	255
TRINITY_DN72_c0_g2_i15	1	3556	852	1104	31.0461	11.6572	36.6	78.1
TRINITY_DN3_c0_g3_i2	1	12554	3676	7193	57.2965	31.2728	37.9	187
TRINITY_DN11_c1_g1_i1	1	2168	767	1834	84.5941	52.1476	38.2	255
TRINITY_DN11_c0_g1_i3	1	3832	310	1086	28.3403	11.7894	38.3	254
TRINITY_DN89_c1_g1_i1	1	4423	232	1470	33.2354	5.94167	37.7	215
TRINITY_DN43_c0_g1_i1	1	12092	562	2489	20.5839	6.67226	38.1	255
TRINITY_DN53_c0_g1_i4	1	2639	834	2118	80.2577	46.1466	38.2	255
TRINITY_DN65_c0_g1_i9	1	5821	537	3027	52.0014	13.0448	37.8	49.4
TRINITY_DN65_c0_g1_i12	1	5708	842	3501	61.335	21.2195	37.8	138
TRINITY_DN1225_c0_g1_i4	1	2697	700	2177	80.7193	38.4494	38.3	255
TRINITY_DN1281_c3_g1_i2	1	3379	345	2865	84.7884	14.873	37.8	35.5
TRINITY_DN1281_c3_g1_i1	1	2990	504	2491	83.311	24.7174	38.2	88
TRINITY_DN1213_c0_g1_i11	1	2765	303	1158	41.8807	15.9873	37.9	255
TRINITY_DN1228_c0_g1_i1	1	772	90	621	80.4404	11.8212	35.9	230
TRINITY_DN1276_c0_g1_i4	1	7406	478	2442	32.9733	9.21132	37.8	255
TRINITY_DN1236_c0_g2_i3	1	9477	116	609	6.42608	1.80279	37.9	255
TRINITY_DN1296_c0_g1_i3	1	1990	156	819	41.1558	11.5623	37.8	255
TRINITY_DN1271_c0_g1_i8	1	6034	232	1838	30.4607	5.06613	37.6	255
TRINITY_DN1203_c0_g1_i12	1	1433	67	716	49.9651	5.77181	36.2	247
TRINITY_DN1270_c0_g1_i11	1	1570	79	933	59.4268	5.98599	38.2	252
TRINITY_DN1295_c1_g1_i3	1	2720	429	2005	73.7132	21.4033	37.4	249
TRINITY_DN1283_c0_g1_i3	1	1317	72	436	33.1055	6.27411	37.7	234
TRINITY_DN219_c0_g1_i1	1	4823	541	2341	48.5383	16.1449	38	255
TRINITY_DN285_c0_g1_i3	1	2335	408	793	33.9615	12.4471	37.4	199
TRINITY_DN251_c0_g1_i5	1	2748	370	1455	52.9476	19.3832	37.9	255
TRINITY_DN230_c0_g2_i1	1	955	62	457	47.8534	9.47749	37.6	255
TRINITY_DN270_c0_g1_i7	1	3527	868	3229	91.5509	35.2821	38	255
TRINITY_DN236_c0_g1_i5	1	1467	419	1136	77.4369	41.471	38	255
TRINITY_DN213_c13_g1_i1	1	1312	358	1144	87.1951	39.8925	37.7	255
TRINITY_DN273_c0_g1_i3	1	6563	311	1609	24.5162	6.66783	37.7	255
TRINITY_DN243_c1_g1_i5	1	2943	205	822	27.9307	10.2949	38.6	255
TRINITY_DN295_c0_g1_i2	1	1311	237	753	57.4371	26.4409	38.1	255
TRINITY_DN260_c0_g1_i4	1	5572	1422	4635	83.1838	37.1579	38.2	255
TRINITY_DN246_c0_g1_i2	1	2369	131	1022	43.1406	5.75348	37.8	0
TRINITY_DN246_c0_g1_i3	1	2384	476	1558	65.3523	26.88	37.9	192
TRINITY_DN234_c0_g1_i11	1	2175	275	1674	76.9655	17.9986	37.5	255
TRINITY_DN234_c1_g1_i12	1	3454	439	1888	54.6613	17.9948	37.5	254
TRINITY_DN11300_c0_g1_i4	1	1270	572	1226	96.5354	66.8323	38.4	255
TRINITY_DN1669_c1_g1_i2	1	3337	432	1595	47.7974	19.0441	38.1	255
TRINITY_DN1663_c0_g1_i23	1	8159	914	4279	52.4452	16.3102	38	255
TRINITY_DN1684_c0_g1_i6	1	2927	843	2329	79.5695	40.3331	37.7	252
TRINITY_DN1600_c0_g1_i4	1	2411	620	2009	83.3264	14.9623	37.3	20.6
TRINITY_DN1600_c0_g1_i1	1	2071	160	1654	79.8648	10.4742	38.2	65.3
TRINITY_DN1600_c0_g1_i3	1	2392	528	1557	65.092	11.7212	37.2	5.31
TRINITY_DN1636_c0_g1_i9	1	3181	603	2745	86.2936	27.8651	38.1	255
TRINITY_DN1633_c4_g1_i12	1	9200	2082	6804	73.9565	33.2155	38.1	255
TRINITY_DN1677_c0_g2_i1	1	3278	193	1384	42.2209	8.57688	37.9	46.2
TRINITY_DN1677_c0_g2_i6	1	3655	143	1384	37.8659	5.50834	37.3	5.35
TRINITY_DN1981_c0_g1_i4	1	1221	26	232	19.0008	0.923014	35.3	0
TRINITY_DN1981_c0_g1_i5	1	1228	26	343	27.9316	1.48534	35.9	0
TRINITY_DN1981_c0_g1_i2	1	1158	91	434	37.4784	10.2401	37.7	219
TRINITY_DN1956_c0_g1_i7	1	6397	365	2209	34.5318	5.9653	37.8	0
TRINITY_DN1956_c0_g1_i9	1	6394	395	2549	39.8655	6.06647	37.6	0
TRINITY_DN1941_c0_g1_i12	1	2567	454	2202	85.7811	25.8434	37.7	255
TRINITY_DN1941_c0_g1_i10	1	1134	102	332	29.2769	13.2011	38.3	252
TRINITY_DN1904_c0_g1_i2	1	3622	212	1432	39.5362	8.50828	38	255
TRINITY_DN1938_c0_g1_i2	1	4408	548	2337	53.0172	18.2005	37.9	255
TRINITY_DN6416_c0_g1_i2	1	1343	417	893	66.4929	46.0089	38.2	255
TRINITY_DN3261_c0_g1_i4	1	1987	590	1213	61.0468	36.6558	37.6	251
TRINITY_DN3273_c0_g1_i7	1	3759	545	2045	54.4028	20.8925	37.9	255
TRINITY_DN3219_c0_g1_i1	1	1848	242	830	44.9134	19.2608	38	255
TRINITY_DN3253_c2_g1_i1	1	1528	34	365	23.8874	2.62696	36.5	255
TRINITY_DN4225_c0_g2_i5	1	7394	2850	4587	62.0368	45.2672	38.1	238
TRINITY_DN4220_c0_g2_i5	1	1698	43	625	36.808	3.60365	37.8	255
TRINITY_DN4261_c0_g1_i2	1	1073	1533	140	13.0475	38.1761	35.6	61.9
TRINITY_DN4272_c0_g1_i3	1	1303	55	344	26.4006	6.22794	38	255
TRINITY_DN4237_c0_g2_i2	1	625	409	564	90.24	60.0608	37.1	249
TRINITY_DN4206_c0_g1_i7	1	3772	53	933	24.7349	1.89502	37.9	9.62
TRINITY_DN4206_c0_g1_i10	1	3508	51	799	22.7765	2.05388	38	0
TRINITY_DN4204_c0_g1_i2	1	3671	536	1888	51.4301	21.5617	38.2	255
TRINITY_DN4246_c0_g1_i1	1	657	40	230	35.0076	9.05936	37.9	255
TRINITY_DN10843_c0_g1_i3	1	852	275	764	89.6714	46.9577	38.2	255
TRINITY_DN4303_c0_g1_i1	1	3481	445	1723	49.4973	18.8182	37.9	255
TRINITY_DN4346_c0_g1_i3	1	1911	248	1232	64.4689	15.4809	37.4	250
TRINITY_DN4386_c0_g1_i2	1	2479	388	1529	61.6781	21.9157	38.2	255
TRINITY_DN4371_c0_g1_i6	1	3706	526	3123	84.2688	20.6125	38.1	255
TRINITY_DN10702_c1_g1_i2	1	2218	143	510	22.9937	2.5266	32.9	234
TRINITY_DN4973_c0_g1_i10	1	4854	677	2845	58.6115	20.3943	38.1	255
TRINITY_DN4704_c0_g1_i4	1	2631	317	996	37.8563	17.6781	38.2	255
TRINITY_DN4731_c1_g1_i4	1	1901	248	1109	58.3377	17.1457	37	255
TRINITY_DN4716_c0_g1_i8	1	9089	4970	6773	74.5186	79.2637	38	17.9
TRINITY_DN4716_c0_g1_i22	1	9178	4907	6760	73.6544	77.4406	37.9	2.81
TRINITY_DN4733_c0_g1_i5	1	1900	427	1308	68.8421	33.1416	38.2	255
TRINITY_DN4762_c0_g1_i1	1	776	131	548	70.6186	24.0593	37.5	255
TRINITY_DN7130_c0_g2_i3	1	2584	1581	1376	53.2508	31.3413	37.2	152
TRINITY_DN1138_c0_g1_i7	1	1708	281	1253	73.3607	23.9696	38.2	255
TRINITY_DN1113_c0_g1_i4	1	2698	182	1566	58.043	9.82431	38.2	0
TRINITY_DN1113_c0_g1_i1	1	2596	284	1535	59.1294	16.213	38.2	97
TRINITY_DN1114_c0_g1_i5	1	4828	363	2885	59.7556	10.9646	38	0
TRINITY_DN1114_c0_g1_i2	1	4824	456	2974	61.6501	13.808	38	37.5
TRINITY_DN1100_c0_g1_i3	1	731	164	478	65.3899	21.7633	37	208
TRINITY_DN1170_c0_g1_i5	1	2245	165	557	24.8107	10.8508	38.1	255
TRINITY_DN1176_c0_g1_i6	1	2637	141	923	35.0019	7.83504	37.8	157
TRINITY_DN1176_c0_g1_i3	1	3127	54	903	28.8775	2.38791	36.9	0
TRINITY_DN1180_c0_g1_i3	1	1569	373	1152	73.4226	34.5832	38.3	255
TRINITY_DN1164_c0_g1_i8	1	2739	394	1214	44.3227	12.893	36.6	251
TRINITY_DN1162_c0_g1_i4	1	1951	43	781	40.0308	3.12404	36.9	0
TRINITY_DN1162_c0_g1_i1	1	1884	92	956	50.7431	6.15446	36.7	91.5
TRINITY_DN1156_c0_g1_i5	1	5766	203	1471	25.5116	4.95907	37.9	255
TRINITY_DN4430_c0_g1_i5	1	1392	12	164	11.7816	1.29167	38.2	255
TRINITY_DN4430_c0_g1_i7	1	1494	1	127	8.50067	0.0850067	29	0
TRINITY_DN2137_c1_g2_i1	1	1123	290	1057	94.1229	29.1977	38.1	255
TRINITY_DN2167_c0_g1_i2	1	772	27	196	25.3886	5.20855	38.5	255
TRINITY_DN2194_c0_g1_i8	1	6349	664	3981	62.7028	15.1112	37.8	255
TRINITY_DN2171_c0_g1_i4	1	1469	148	598	40.708	13.4765	37.8	243
TRINITY_DN2163_c0_g1_i9	1	3571	581	2135	59.7872	23.6656	37.6	255
TRINITY_DN3897_c1_g1_i1	1	2566	19	422	16.4458	0.995713	37.1	255
TRINITY_DN3811_c0_g1_i6	1	5532	1618	5068	91.6124	43.2307	38.3	255
TRINITY_DN9274_c0_g1_i1	1	3095	980	1931	62.391	36.0158	38.1	243
TRINITY_DN21427_c0_g1_i1	1	320	13	204	63.75	5.29375	37.2	255
TRINITY_DN8319_c0_g2_i6	1	4846	2384	4497	92.7982	70.5832	38	255
TRINITY_DN8330_c0_g1_i1	1	1052	185	571	54.2776	26.0295	37.9	255
TRINITY_DN8344_c0_g1_i5	1	8507	4191	7693	90.4314	69.9814	37.9	248
TRINITY_DN367_c0_g2_i8	1	8924	1780	7430	83.2586	26.66	37.8	242
TRINITY_DN355_c1_g1_i11	1	3710	429	1938	52.2372	16.914	38.2	237
TRINITY_DN349_c0_g1_i6	1	2687	379	1773	65.9844	20.6718	37.3	184
TRINITY_DN349_c0_g1_i2	1	2495	132	1534	61.483	7.32505	37.7	100
TRINITY_DN364_c0_g1_i3	1	1585	33	226	14.2587	2.67319	37.6	255
TRINITY_DN313_c0_g1_i2	1	1196	22	302	25.2508	2.74498	38	197
TRINITY_DN313_c0_g1_i3	1	1498	39	533	35.5808	3.77303	38	183
TRINITY_DN374_c0_g1_i2	1	4183	216	938	22.4241	7.45996	37.7	255
TRINITY_DN307_c0_g1_i4	1	2908	210	817	28.0949	9.85832	37.8	166
TRINITY_DN307_c0_g1_i5	1	2782	94	732	26.312	4.06794	37.5	81.4
TRINITY_DN382_c0_g1_i3	1	2627	104	1053	40.0837	5.55729	37.4	250
TRINITY_DN311_c0_g1_i2	1	2265	205	671	29.6247	13.3837	38.5	255
TRINITY_DN366_c0_g1_i5	1	4279	260	1473	34.4239	8.23206	37.6	249
TRINITY_DN3518_c0_g2_i6	1	2280	533	1548	67.8947	34.314	38	255
TRINITY_DN3564_c0_g1_i10	1	3003	67	889	29.6037	3.26807	37.6	198
TRINITY_DN3529_c0_g1_i14	1	1696	30	314	18.5142	2.41981	37.8	246
TRINITY_DN3502_c3_g1_i3	1	4006	110	1095	27.334	3.45981	37.2	243
TRINITY_DN3521_c0_g1_i12	1	3606	660	2471	68.5247	26.9856	38.1	255
TRINITY_DN3579_c0_g1_i12	1	2546	376	2044	80.2828	21.5789	37.8	80
TRINITY_DN3579_c0_g1_i11	1	2877	562	2298	79.8749	28.432	37.6	129
TRINITY_DN3648_c0_g1_i8	1	1455	213	958	65.8419	19.8316	37.4	255
TRINITY_DN3619_c0_g1_i2	1	1282	105	642	50.078	12.11	37.8	255
TRINITY_DN3612_c0_g2_i9	1	2811	454	1598	56.8481	23.0647	37.8	255
TRINITY_DN3637_c0_g1_i2	1	2800	1619	2795	99.8214	85.4489	38.3	255
TRINITY_DN3617_c0_g1_i3	1	2701	301	910	33.6912	9.38504	37.4	197
TRINITY_DN2558_c0_g1_i11	1	3008	336	1894	62.9654	16.0379	37.4	255
TRINITY_DN2528_c1_g1_i16	1	4085	778	3015	73.8066	26.5111	37.8	253
TRINITY_DN2564_c2_g1_i3	1	506	34	98	19.3676	1.53162	32.9	150
TRINITY_DN2577_c0_g1_i5	1	1760	69	837	47.5568	4.91989	37.2	40.7
TRINITY_DN2577_c0_g1_i6	1	1760	81	779	44.2614	5.65568	36.8	0
TRINITY_DN2533_c0_g1_i1	1	1664	275	1019	61.238	23.1737	38	221
TRINITY_DN2533_c0_g1_i2	1	1271	223	779	61.2903	25.7632	38.2	215
TRINITY_DN2513_c0_g1_i2	1	6706	2979	6680	99.6123	65.6341	38.2	255
TRINITY_DN2571_c0_g1_i6	1	3138	686	2125	67.7183	17.8767	37.9	165
TRINITY_DN2580_c0_g1_i6	1	6537	910	3186	48.738	19.7756	38	254
TRINITY_DN17517_c0_g1_i2	1	940	200	621	66.0638	19.7277	37	199
TRINITY_DN18742_c0_g1_i9	1	3109	488	1682	54.101	23.2097	38.2	255
TRINITY_DN3066_c0_g1_i1	1	1466	137	751	51.2278	11.0771	37.5	242
TRINITY_DN3049_c0_g1_i3	1	1972	163	753	38.1846	12.0593	37.8	255
TRINITY_DN3012_c0_g1_i5	1	1986	18	178	8.96274	1.30463	37.2	255
TRINITY_DN3084_c0_g1_i4	1	2074	19	450	21.6972	1.06509	38.1	0
TRINITY_DN3084_c0_g1_i12	1	2101	20	432	20.5616	1.15231	38.7	0
TRINITY_DN3095_c0_g1_i8	1	4910	326	2228	45.3768	9.42851	37.5	253
TRINITY_DN3007_c0_g1_i1	1	3563	820	2887	81.0272	33.5813	37.9	255
TRINITY_DN11998_c0_g1_i5	1	2635	651	2365	89.7533	36.5886	38.2	255
TRINITY_DN7915_c0_g1_i1	1	386	45	293	75.9067	15.728	34.8	255
TRINITY_DN7952_c0_g1_i2	1	2858	154	1158	40.5178	7.27467	38	255
TRINITY_DN24837_c0_g1_i4	1	2344	3217	2276	97.099	95.9433	37.7	109
TRINITY_DN428_c0_g1_i6	1	1916	0	0	0	0	0	0
TRINITY_DN11704_c0_g1_i3	1	3357	0	0	0	0	0	0
TRINITY_DN1567_c0_g1_i3	1	1455	0	0	0	0	0	0
TRINITY_DN16556_c0_g1_i2	1	269	0	0	0	0	0	0
TRINITY_DN22631_c0_g1_i1	1	1541	0	0	0	0	0	0
TRINITY_DN5817_c0_g1_i6	1	790	0	0	0	0	0	0
TRINITY_DN5817_c0_g1_i1	1	1185	0	0	0	0	0	0
TRINITY_DN2945_c0_g1_i1	1	813	0	0	0	0	0	0
TRINITY_DN5023_c0_g1_i2	1	259	0	0	0	0	0	0
TRINITY_DN52513_c0_g1_i6	1	404	0	0	0	0	0	0
TRINITY_DN9394_c0_g1_i2	1	1468	0	0	0	0	0	0
TRINITY_DN7685_c0_g1_i1	1	1265	0	0	0	0	0	0
TRINITY_DN3808_c0_g1_i7	1	882	0	0	0	0	0	0
TRINITY_DN29136_c0_g1_i4	1	421	0	0	0	0	0	0
TRINITY_DN18965_c0_g1_i1	1	266	0	0	0	0	0	0
TRINITY_DN3581_c1_g1_i1	1	1239	0	0	0	0	0	0
