#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
TRINITY_DN5330_c0_g1_i1	1	3251	798	1525	46.9086	23.5411	36.4	255
TRINITY_DN5318_c0_g1_i2	1	8877	7761	8012	90.2557	83.4451	36.4	255
TRINITY_DN5317_c0_g1_i5	1	3725	878	2463	66.1208	22.9262	37.3	255
TRINITY_DN5333_c0_g1_i5	1	7753	3211	5050	65.1361	39.8463	36.9	255
TRINITY_DN5394_c0_g1_i5	1	3121	583	2394	76.7062	18.1967	37.4	255
TRINITY_DN700_c2_g1_i2	1	6956	6799	6901	99.2093	94.8094	36.8	255
TRINITY_DN724_c0_g1_i3	1	1008	309	887	87.996	29.8135	36.9	255
TRINITY_DN705_c0_g1_i1	1	2244	222	1407	62.7005	7.00758	37.1	202
TRINITY_DN785_c3_g1_i3	1	3364	1094	2898	86.1474	26.1894	37	217
TRINITY_DN784_c0_g1_i4	1	3233	217	1779	55.0263	6.56882	37.4	255
TRINITY_DN749_c0_g1_i1	1	5650	399	2599	46	6.74301	36.8	17.9
TRINITY_DN749_c0_g1_i9	1	4702	417	2873	61.1017	8.47682	36.9	32.4
TRINITY_DN711_c1_g1_i3	1	2255	167	871	38.6253	7.16984	37.7	252
TRINITY_DN706_c0_g1_i11	1	7032	1177	4107	58.4044	16.1668	36.8	255
TRINITY_DN739_c0_g1_i4	1	1226	78	646	52.6917	5.78222	37.2	248
TRINITY_DN773_c0_g1_i3	1	2143	896	1407	65.6556	40.5044	37.1	255
TRINITY_DN733_c0_g1_i1	1	1696	162	1007	59.375	9.28715	36.8	22
TRINITY_DN733_c0_g1_i3	1	1694	189	1198	70.7202	10.8442	37.2	54
TRINITY_DN761_c0_g1_i1	1	3178	160	854	26.8722	4.87476	37.2	255
TRINITY_DN2405_c1_g1_i5	1	3771	2150	2992	79.3423	46.0912	36.6	211
TRINITY_DN2412_c0_g1_i1	1	1369	175	1040	75.9679	12.2148	36.6	255
TRINITY_DN2465_c0_g1_i1	1	2068	90	947	45.793	4.1001	36.5	255
TRINITY_DN14159_c0_g1_i5	1	669	10	384	57.3991	1.42601	38.4	255
TRINITY_DN25160_c0_g1_i1	1	560	95	352	62.8571	16.225	37	255
TRINITY_DN63126_c0_g1_i1	1	2057	451	1509	73.3593	21.2285	37.2	255
TRINITY_DN5678_c0_g1_i4	1	2055	646	1518	73.8686	30.6579	37	255
TRINITY_DN16411_c0_g1_i4	1	306	6	163	53.268	1.96078	37.5	255
TRINITY_DN546_c0_g1_i10	1	5701	261	3197	56.0779	4.23066	37.6	255
TRINITY_DN570_c1_g1_i8	1	5135	421	3065	59.6884	7.68296	37	255
TRINITY_DN530_c0_g1_i2	1	1365	19	834	61.0989	1.38168	37.4	255
TRINITY_DN595_c0_g1_i14	1	3283	4667	2463	75.0228	137.374	36.7	169
TRINITY_DN549_c0_g1_i2	1	4907	819	4506	91.828	15.4954	37	243
TRINITY_DN554_c0_g1_i3	1	2184	261	1775	81.2729	11.4858	37.2	184
TRINITY_DN504_c0_g1_i4	1	4755	700	2544	53.5016	9.57434	37	2.91
TRINITY_DN504_c0_g1_i3	1	5081	811	2714	53.4147	11.146	36.8	27.7
TRINITY_DN592_c1_g1_i7	1	2532	169	1413	55.8057	5.40837	37.1	187
TRINITY_DN592_c1_g1_i6	1	2363	96	968	40.9649	2.8358	36.3	149
TRINITY_DN592_c1_g1_i1	1	2245	58	726	32.3385	1.33096	35.2	52.8
TRINITY_DN535_c0_g1_i16	1	3781	61216	3780	99.9736	1553.85	36.9	255
TRINITY_DN593_c0_g1_i4	1	3634	792	3346	92.0748	20.8751	37	254
TRINITY_DN511_c1_g1_i4	1	3502	324	2139	61.0794	9.02684	37.5	46.4
TRINITY_DN511_c1_g1_i1	1	3043	312	2124	69.7995	10.0079	37.1	46.6
TRINITY_DN6504_c0_g2_i1	1	667	18	239	35.8321	1.54573	35.9	255
TRINITY_DN6505_c0_g1_i1	1	6157	2659	5139	83.466	41.6654	37.2	255
TRINITY_DN6536_c0_g1_i8	1	1327	641	1003	75.584	20.844	36.3	158
TRINITY_DN6509_c0_g1_i5	1	1961	941	1850	94.3396	46.1775	36.7	255
TRINITY_DN13749_c0_g1_i1	1	284	251	245	86.2676	86.669	36.9	253
TRINITY_DN5932_c0_g1_i1	1	2286	105	840	36.7454	4.48775	37.4	138
TRINITY_DN5932_c0_g1_i2	1	2286	130	850	37.1829	5.53062	37.3	137
TRINITY_DN14529_c0_g1_i2	1	1568	82	1155	73.6607	4.92156	37.1	255
TRINITY_DN7685_c0_g1_i1	1	1265	134	1241	98.1028	10.566	37.7	255
TRINITY_DN48_c0_g1_i2	1	2464	115	1227	49.7971	4.25162	37.3	253
TRINITY_DN4_c1_g1_i1	1	1437	290	833	57.968	19.1009	36.4	252
TRINITY_DN47_c2_g1_i4	1	2651	128	931	35.1188	3.27801	37.4	223
TRINITY_DN33_c0_g1_i1	1	3195	3237	1636	51.205	62.6275	36.3	255
TRINITY_DN15_c9_g1_i2	1	2137	1497	2016	94.3379	67.6781	37	255
TRINITY_DN29_c0_g1_i9	1	2754	1324	2027	73.602	46.6293	37.2	255
TRINITY_DN5_c41_g1_i1	1	1921	96	1176	61.2181	4.38157	37.2	255
TRINITY_DN90_c0_g1_i7	1	7029	820	3499	49.7795	11.3377	37.6	255
TRINITY_DN66_c0_g1_i3	1	4281	694	2630	61.4342	13.4894	36.2	251
TRINITY_DN0_c1_g1_i1	1	722	74	527	72.9917	10.1496	37.1	255
TRINITY_DN72_c0_g2_i15	1	3556	709	1524	42.8571	8.40439	36.8	105
TRINITY_DN3_c0_g3_i2	1	12554	6833	10291	81.9739	47.8092	36.7	228
TRINITY_DN11_c1_g1_i1	1	2168	317	1834	84.5941	14.4663	37.6	255
TRINITY_DN11_c0_g1_i3	1	3832	159	1662	43.3716	3.99165	37.3	255
TRINITY_DN89_c1_g1_i1	1	4423	664	2077	46.9591	14.2225	36.9	251
TRINITY_DN43_c0_g1_i1	1	12092	1938	7008	57.9557	15.2666	37.3	255
TRINITY_DN53_c0_g1_i4	1	2639	732	2138	81.0155	26.8875	37.4	255
TRINITY_DN65_c0_g1_i9	1	5821	719	4131	70.9672	11.9304	36.5	29.8
TRINITY_DN65_c0_g1_i12	1	5708	730	4433	77.6629	12.3134	36.8	48.6
TRINITY_DN1225_c0_g1_i4	1	2697	1121	2306	85.5024	40.6926	37.8	255
TRINITY_DN1281_c3_g1_i2	1	3379	1037	2859	84.6108	29.7851	36.8	42
TRINITY_DN1281_c3_g1_i1	1	2990	941	2463	82.3746	30.613	36.8	42.8
TRINITY_DN1213_c0_g1_i11	1	2765	591	1688	61.0488	20.813	36.9	255
TRINITY_DN1228_c0_g1_i1	1	772	127	599	77.5907	12.5117	36.6	233
TRINITY_DN1276_c0_g1_i4	1	7406	2389	5145	69.4707	30.8689	36.8	255
TRINITY_DN1236_c0_g2_i3	1	9477	2138	7156	75.5091	21.7582	36.9	255
TRINITY_DN1296_c0_g1_i3	1	1990	419	1149	57.7387	20.4271	37.4	255
TRINITY_DN1271_c0_g1_i8	1	6034	1037	3994	66.1916	15.9236	36.8	255
TRINITY_DN1203_c0_g1_i12	1	1433	74	809	56.455	4.37962	36.9	255
TRINITY_DN1270_c0_g1_i11	1	1570	296	1019	64.9045	17.3548	36.9	252
TRINITY_DN1295_c1_g1_i3	1	2720	592	2347	86.2868	20.0787	37	249
TRINITY_DN1283_c0_g1_i3	1	1317	267	561	42.5968	19.2179	37.2	253
TRINITY_DN219_c0_g1_i1	1	4823	1819	3691	76.5291	35.9065	36.6	255
TRINITY_DN285_c0_g1_i3	1	2335	440	1079	46.2099	10.8912	36.7	206
TRINITY_DN251_c0_g1_i5	1	2748	848	1493	54.3304	29.9094	36.7	255
TRINITY_DN230_c0_g2_i1	1	955	84	413	43.2461	8.40105	37.3	255
TRINITY_DN270_c0_g1_i7	1	3527	1331	3139	88.9991	36.3346	37.2	255
TRINITY_DN236_c0_g1_i5	1	1467	273	1153	78.5958	18.0832	37.2	255
TRINITY_DN213_c13_g1_i1	1	1312	272	1131	86.2043	20.2485	37.2	255
TRINITY_DN273_c0_g1_i3	1	6563	1072	3903	59.4698	15.4326	36.5	255
TRINITY_DN243_c1_g1_i5	1	2943	470	1697	57.6622	15.4856	37.3	255
TRINITY_DN295_c0_g1_i2	1	1311	284	951	72.54	21.2403	37.5	255
TRINITY_DN260_c0_g1_i4	1	5572	2762	4913	88.173	48.2934	36.8	255
TRINITY_DN246_c0_g1_i2	1	2369	233	1042	43.9848	7.67581	36.6	0
TRINITY_DN246_c0_g1_i3	1	2384	411	1502	63.0034	15.4815	37.2	115
TRINITY_DN234_c0_g1_i11	1	2175	312	1817	83.5402	14.0115	37.4	255
TRINITY_DN234_c1_g1_i12	1	3454	208	1684	48.7551	5.8645	37.2	254
TRINITY_DN11300_c0_g1_i4	1	1270	441	1207	95.0394	33.8787	37.5	255
TRINITY_DN1669_c1_g1_i2	1	3337	724	2792	83.668	21.0947	37.1	255
TRINITY_DN1663_c0_g1_i23	1	8159	3405	5963	73.0849	40.2634	36.8	255
TRINITY_DN1684_c0_g1_i6	1	2927	858	2480	84.7284	25.9744	37.2	250
TRINITY_DN1600_c0_g1_i4	1	2411	795	1869	77.5197	19.7934	35.8	19.2
TRINITY_DN1600_c0_g1_i1	1	2071	487	1691	81.6514	21.8701	37.1	50.8
TRINITY_DN1600_c0_g1_i3	1	2392	763	1755	73.3696	20.1451	36.2	13.7
TRINITY_DN1636_c0_g1_i9	1	3181	1284	2724	85.6334	39.1377	36.8	255
TRINITY_DN1633_c4_g1_i12	1	9200	5146	6751	73.3804	53.997	36.8	255
TRINITY_DN1677_c0_g2_i1	1	3278	493	1695	51.7084	14.4567	36.5	2.59
TRINITY_DN1677_c0_g2_i6	1	3655	502	1701	46.539	13.2662	36.3	2.54
TRINITY_DN1981_c0_g1_i4	1	1221	24	225	18.4275	0.63964	36.1	0
TRINITY_DN1981_c0_g1_i5	1	1228	19	252	20.5212	0.782573	36.9	26.8
TRINITY_DN1981_c0_g1_i2	1	1158	119	534	46.114	9.06131	37.7	199
TRINITY_DN1956_c0_g1_i7	1	6397	1497	4787	74.832	21.756	36.7	38.3
TRINITY_DN1956_c0_g1_i9	1	6394	1428	4436	69.3775	20.6955	36.6	32.9
TRINITY_DN1941_c0_g1_i12	1	2567	276	2317	90.261	10.494	37.5	253
TRINITY_DN1941_c0_g1_i10	1	1134	58	588	51.8519	5.00794	37.9	242
TRINITY_DN1904_c0_g1_i2	1	3622	361	2400	66.2617	9.49061	37.1	255
TRINITY_DN1938_c0_g1_i2	1	4408	1565	3117	70.7123	34.0951	36.6	255
TRINITY_DN6416_c0_g1_i2	1	1343	662	1228	91.4371	48.6046	37.5	255
TRINITY_DN3261_c0_g1_i4	1	1987	558	1640	82.5365	21.6311	36.9	250
TRINITY_DN3273_c0_g1_i7	1	3759	1915	3061	81.4312	48.8457	36.4	255
TRINITY_DN3219_c0_g1_i1	1	1848	624	1141	61.7424	32.8463	37	255
TRINITY_DN3253_c2_g1_i1	1	1528	76	729	47.7094	4.74084	36.8	255
TRINITY_DN4225_c0_g2_i5	1	7394	7005	4703	63.6056	86.1574	36.5	248
TRINITY_DN4220_c0_g2_i5	1	1698	563	1405	82.7444	32.4022	37	255
TRINITY_DN4261_c0_g1_i2	1	1073	1158	375	34.9487	35.9786	35.7	84.1
TRINITY_DN4272_c0_g1_i3	1	1303	184	1123	86.1857	13.4121	36.6	255
TRINITY_DN4237_c0_g2_i2	1	625	490	561	89.76	35.5296	34.8	246
TRINITY_DN4206_c0_g1_i7	1	3772	147	1440	38.176	3.75133	37.6	24.3
TRINITY_DN4206_c0_g1_i10	1	3508	143	1268	36.146	3.94897	37.4	17.8
TRINITY_DN4204_c0_g1_i2	1	3671	512	2213	60.2833	13.5655	37.2	255
TRINITY_DN4246_c0_g1_i1	1	657	33	262	39.8782	4.70472	38.6	255
TRINITY_DN10843_c0_g1_i3	1	852	366	820	96.2441	41.7183	37.5	255
TRINITY_DN4303_c0_g1_i1	1	3481	1072	2506	71.9908	29.8219	37.2	255
TRINITY_DN4346_c0_g1_i3	1	1911	1114	1710	89.4819	54.1224	36.4	255
TRINITY_DN4386_c0_g1_i2	1	2479	614	2181	87.979	23.2303	37.4	255
TRINITY_DN4371_c0_g1_i6	1	3706	1241	3303	89.1257	32.1249	36.9	255
TRINITY_DN10702_c1_g1_i2	1	2218	727	1655	74.6168	20.289	36.1	243
TRINITY_DN4973_c0_g1_i10	1	4854	2374	4040	83.2303	47.3704	36.9	255
TRINITY_DN4704_c0_g1_i4	1	2631	755	2063	78.4113	27.8271	37.1	255
TRINITY_DN4731_c1_g1_i4	1	1901	322	1318	69.3319	15.5302	36.8	255
TRINITY_DN4716_c0_g1_i8	1	9089	4008	7201	79.2276	42.655	37.3	19.5
TRINITY_DN4716_c0_g1_i22	1	9178	3936	7186	78.2959	41.5144	37.3	6.28
TRINITY_DN4733_c0_g1_i5	1	1900	174	1418	74.6316	9.00579	38.1	255
TRINITY_DN4762_c0_g1_i1	1	776	72	553	71.2629	8.99613	37.7	255
TRINITY_DN7130_c0_g2_i3	1	2584	1080	1903	73.6455	20.3251	36.5	160
TRINITY_DN1138_c0_g1_i7	1	1708	491	1376	80.5621	28.2067	37.3	255
TRINITY_DN1113_c0_g1_i4	1	2698	422	1884	69.8295	15.0578	37.3	1.21
TRINITY_DN1113_c0_g1_i1	1	2596	622	1838	70.8012	23.5986	37.1	102
TRINITY_DN1114_c0_g1_i5	1	4828	1121	3232	66.9428	22.5157	36.8	8.42
TRINITY_DN1114_c0_g1_i2	1	4824	1242	3224	66.8325	24.9925	37	0.411
TRINITY_DN1100_c0_g1_i3	1	731	105	514	70.3146	8.67579	37.2	204
TRINITY_DN1170_c0_g1_i5	1	2245	319	1024	45.6125	13.706	37.3	255
TRINITY_DN1176_c0_g1_i6	1	2637	187	1304	49.4501	6.92188	37.3	55.9
TRINITY_DN1176_c0_g1_i3	1	3127	130	1362	43.5561	3.97538	37	29.4
TRINITY_DN1180_c0_g1_i3	1	1569	772	1118	71.2556	47.798	37.3	255
TRINITY_DN1164_c0_g1_i8	1	2739	753	1426	52.0628	23.8784	36.7	254
TRINITY_DN1162_c0_g1_i4	1	1951	165	1168	59.8667	8.24705	36.6	29.4
TRINITY_DN1162_c0_g1_i1	1	1884	208	1191	63.2166	10.0717	36.8	60.1
TRINITY_DN1156_c0_g1_i5	1	5766	852	3492	60.5619	13.9995	36.5	255
TRINITY_DN4430_c0_g1_i5	1	1392	29	285	20.4741	2.00862	37	87.9
TRINITY_DN4430_c0_g1_i7	1	1494	17	256	17.1352	1.11312	37.6	0
TRINITY_DN2137_c1_g2_i1	1	1123	237	936	83.3482	18.3589	36.5	255
TRINITY_DN2167_c0_g1_i2	1	772	208	656	84.9741	26.7008	37	255
TRINITY_DN2194_c0_g1_i8	1	6349	2538	4719	74.3267	38.3375	36.9	255
TRINITY_DN2171_c0_g1_i4	1	1469	427	831	56.5691	27.4643	36.8	253
TRINITY_DN2163_c0_g1_i9	1	3571	570	2595	72.6687	15.5791	36.9	255
TRINITY_DN3897_c1_g1_i1	1	2566	83	1318	51.364	3.07171	37.1	255
TRINITY_DN3808_c0_g1_i7	1	882	47	545	61.7914	5.00227	36.5	255
TRINITY_DN3811_c0_g1_i6	1	5532	3310	5347	96.6558	58.517	37.3	255
TRINITY_DN29136_c0_g1_i4	1	421	50	137	32.5416	11.6318	36.4	255
TRINITY_DN9274_c0_g1_i1	1	3095	727	2967	95.8643	18.8333	37.6	244
TRINITY_DN18965_c0_g1_i1	1	266	46	248	93.2331	17.0226	37.4	255
TRINITY_DN21427_c0_g1_i1	1	320	28	201	62.8125	8.075	36.3	255
TRINITY_DN8319_c0_g2_i6	1	4846	1055	4593	94.7792	20.344	36.8	255
TRINITY_DN8330_c0_g1_i1	1	1052	145	1032	98.0989	13.5989	37.7	255
TRINITY_DN8344_c0_g1_i5	1	8507	3318	8057	94.7102	36.9141	37.1	248
TRINITY_DN367_c0_g2_i8	1	8924	3683	7453	83.5164	38.6039	36.9	251
TRINITY_DN355_c1_g1_i11	1	3710	883	2118	57.0889	23.0267	37.1	234
TRINITY_DN349_c0_g1_i6	1	2687	239	1864	69.371	8.476	37.1	70.4
TRINITY_DN349_c0_g1_i2	1	2495	224	1786	71.5832	8.31944	37	22.8
TRINITY_DN364_c0_g1_i3	1	1585	32	399	25.1735	1.67066	36.4	255
TRINITY_DN313_c0_g1_i2	1	1196	126	1110	92.8094	10.3595	37.2	87
TRINITY_DN313_c0_g1_i3	1	1498	110	1387	92.5901	7.16956	37.4	97.4
TRINITY_DN374_c0_g1_i2	1	4183	643	2302	55.0323	14.8934	37.3	255
TRINITY_DN307_c0_g1_i4	1	2908	234	1443	49.6217	7.3621	37.1	51.2
TRINITY_DN307_c0_g1_i5	1	2782	141	1117	40.151	4.39576	36.7	19.9
TRINITY_DN382_c0_g1_i3	1	2627	155	1524	58.0129	5.47849	37.1	245
TRINITY_DN311_c0_g1_i2	1	2265	151	934	41.2362	6.51435	37.5	255
TRINITY_DN366_c0_g1_i5	1	4279	534	1862	43.5148	11.8224	37.6	253
TRINITY_DN3518_c0_g2_i6	1	2280	1494	2215	97.1491	64.1794	37.2	255
TRINITY_DN3581_c1_g1_i1	1	1239	49	659	53.1881	3.7272	36.9	255
TRINITY_DN3564_c0_g1_i10	1	3003	262	1692	56.3437	8.38428	37.2	249
TRINITY_DN3529_c0_g1_i14	1	1696	219	1295	76.3561	12.5342	37.6	254
TRINITY_DN3502_c3_g1_i3	1	4006	469	2150	53.6695	10.9443	36.3	248
TRINITY_DN3521_c0_g1_i12	1	3606	1320	2825	78.3417	35.7055	37.5	255
TRINITY_DN3579_c0_g1_i12	1	2546	373	2107	82.7573	14.2294	37.3	156
TRINITY_DN3579_c0_g1_i11	1	2877	524	2649	92.0751	17.6889	36.7	188
TRINITY_DN3648_c0_g1_i8	1	1455	752	1238	85.0859	49.6082	37.7	255
TRINITY_DN3619_c0_g1_i2	1	1282	243	741	57.8003	18.3206	37.2	255
TRINITY_DN3612_c0_g2_i9	1	2811	941	2183	77.6592	32.1949	37.1	255
TRINITY_DN3637_c0_g1_i2	1	2800	393	2783	99.3929	13.8943	37.8	255
TRINITY_DN3617_c0_g1_i3	1	2701	581	1421	52.6101	17.6483	36.9	226
TRINITY_DN2558_c0_g1_i11	1	3008	319	2507	83.3444	10.363	37.1	255
TRINITY_DN2528_c1_g1_i16	1	4085	945	3427	83.8923	21.7295	37.3	247
TRINITY_DN2564_c2_g1_i3	1	506	39	228	45.0593	3.52767	34.8	216
TRINITY_DN2577_c0_g1_i5	1	1760	305	1402	79.6591	15.9295	36.6	81.1
TRINITY_DN2577_c0_g1_i6	1	1760	199	1232	70	10.2017	36.7	0
TRINITY_DN2533_c0_g1_i1	1	1664	847	1285	77.2236	48.7031	36.6	230
TRINITY_DN2533_c0_g1_i2	1	1271	573	1077	84.7364	43.6601	36.8	209
TRINITY_DN2513_c0_g1_i2	1	6706	5448	6686	99.7018	79.5784	37.1	255
TRINITY_DN2571_c0_g1_i6	1	3138	731	2296	73.1676	19.3349	37.4	192
TRINITY_DN2580_c0_g1_i6	1	6537	3492	4660	71.2865	50.8842	36.6	253
TRINITY_DN17517_c0_g1_i2	1	940	366	702	74.6809	23.017	36.7	174
TRINITY_DN18742_c0_g1_i9	1	3109	697	1911	61.4667	21.9199	37.5	255
TRINITY_DN3066_c0_g1_i1	1	1466	186	767	52.3192	6.76194	35.4	241
TRINITY_DN3049_c0_g1_i3	1	1972	437	1839	93.2556	21.4736	37.1	255
TRINITY_DN3012_c0_g1_i5	1	1986	160	1060	53.3736	7.76939	37.4	255
TRINITY_DN3084_c0_g1_i4	1	2074	198	1192	57.4735	8.19238	36.6	29.6
TRINITY_DN3084_c0_g1_i12	1	2101	178	1205	57.3536	7.51832	36.6	10
TRINITY_DN3095_c0_g1_i8	1	4910	484	2766	56.334	9.37291	37.1	254
TRINITY_DN3007_c0_g1_i1	1	3563	1683	2882	80.8869	45.9702	36.7	255
TRINITY_DN11998_c0_g1_i5	1	2635	1206	2467	93.6243	44.9195	37.3	255
TRINITY_DN7915_c0_g1_i1	1	386	12	231	59.8446	3.06995	38.3	255
TRINITY_DN7952_c0_g1_i2	1	2858	465	1934	67.6697	15.7274	37.4	255
TRINITY_DN24837_c0_g1_i4	1	2344	1909	2254	96.1604	40.9526	36.8	105
TRINITY_DN16556_c0_g1_i2	1	269	0	0	0	0	0	0
