#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tig00000979	1	41824	4893	37813	90.4098	17.2057	38.1	4.38
tig00000980	1	29603	3776	28765	97.1692	18.8327	38.2	0
tig00000981	1	25839	3562	24781	95.9054	20.3007	38.2	3.15
tig00000982	1	38411	3414	36100	93.9835	12.974	38.1	0.149
tig00000983	1	29443	2067	27024	91.7841	10.1345	38.3	0
tig00000984	1	22940	2056	20997	91.5301	12.8373	38.4	0
tig00000985	1	22797	2470	20250	88.8275	15.727	38.1	0.206
tig00000987	1	21360	1690	15296	71.6105	11.617	38.2	4.07
tig00000988	1	32848	2690	32299	98.3287	12.0124	38	5.02
tig00000989	1	42371	3038	40772	96.2262	10.4906	38	0.168
tig00000990	1	51612	4647	50896	98.6127	13.0553	38	21.8
tig00000991	1	63522	5534	59116	93.0638	12.6603	38	2.3
tig00000992	1	44450	3381	40466	91.0371	11.0418	38	0.377
tig00000994	1	56616	7194	52992	93.599	18.7044	38.2	177
tig00000995	1	23485	1763	21878	93.1573	10.242	38.3	10.7
tig00001000	1	43645	4480	42307	96.9344	14.3251	38.7	0.228
tig00001001	1	32967	4097	32057	97.2397	17.4368	38.5	0.311
tig00001002	1	21277	1625	21075	99.0506	11.2182	38.1	3.77
tig00001003	1	31471	3787	30747	97.6995	16.8272	38.6	0.135
tig00001004	1	39462	3065	36804	93.2644	10.7852	38.5	2.5
tig00001005	1	26509	3211	24482	92.3535	17.2715	38.2	2.94
tig00001007	1	24939	845	19997	80.1836	4.51125	38.6	2.41
tig00001008	1	31226	4102	30824	98.7126	18.4319	38.5	0.124
tig00001009	1	43696	7260	42679	97.6726	23.636	38.2	0
tig00001010	1	27108	4365	25952	95.7356	22.5944	38.5	1.05
tig00001011	1	26073	2922	25732	98.6921	15.7932	38.6	0.436
tig00001012	1	37105	4028	34940	94.1652	15.0671	38.4	0.886
tig00001013	1	30745	2562	29033	94.4316	11.5722	38.6	3.58
tig00001014	1	36346	439	11671	32.1108	1.65179	37.8	8.71
tig00001015	1	41465	5766	39978	96.4138	19.5911	38.5	0.619
tig00001016	1	32621	3560	31282	95.8953	15.0135	38.2	0.0716
tig00001017	1	46140	4831	44259	95.9233	14.5547	38.5	0.792
tig00001018	1	33622	3850	32064	95.3661	16.0897	38.6	2.45
tig00001019	1	36788	3541	34656	94.2046	13.1063	38.5	1.01
tig00001020	1	32994	3485	32447	98.3421	14.5751	38.7	0.439
tig00001021	1	35303	8277	34869	98.7706	33.5418	38.3	0.0924
tig00001022	1	34259	3092	31731	92.6209	12.4124	38.5	4.12
tig00001023	1	28067	2607	23981	85.442	12.7347	38.6	0.391
tig00001024	1	25185	2220	23142	91.888	12.4235	38.2	0
tig00001025	1	40820	3018	38424	94.1303	10.1911	38.6	0
tig00001026	1	25325	3059	24668	97.4057	17.0686	38.4	0.167
tig00001027	1	33702	6667	33264	98.7004	28.0447	38.3	2.14
tig00001028	1	31796	2532	28893	90.8699	10.8556	38.5	0.806
tig00001029	1	44662	5454	41516	92.956	17.4253	38.3	1.92
tig00001030	1	32358	2602	30741	95.0028	11.0062	38.5	0.784
tig00001031	1	25166	3181	24026	95.4701	17.9215	38.5	0.16
tig00001032	1	34044	2882	30511	89.6223	11.6976	38.5	0.796
tig00001033	1	35324	4203	34476	97.5994	17.1028	38.2	0.364
tig00001034	1	38409	148	5691	14.8168	0.231743	36.8	1.72
tig00001035	1	33488	4135	30982	92.5167	17.2654	38.6	0.308
tig00001036	1	38631	3482	36383	94.1808	12.7423	38.4	4.32
tig00001037	1	37499	2844	33251	88.6717	10.5012	38.3	2.78
tig00001039	1	40396	5249	37669	93.2493	18.3675	38.5	0.194
tig00001040	1	26788	1205	21810	81.4171	5.83545	38.1	0
tig00001041	1	36855	216	8321	22.5777	0.404043	36.2	1.18
tig00001042	1	29764	3182	28122	94.4833	15.0636	38.2	0.721
tig00001043	1	29827	2024	26474	88.7585	9.335	38.4	0.126
tig00001044	1	30786	5157	30266	98.3109	23.6374	38.2	0.0989
tig00001045	1	37472	3878	33778	90.142	14.3099	38.4	1.71
tig00001046	1	23976	66	2793	11.6491	0.158033	36.2	0
tig00001047	1	29526	3371	28063	95.045	16.3525	38	2.57
tig00001049	1	19545	342	10850	55.5129	2.17263	38.5	7.46
tig00001050	1	28602	3148	27528	96.245	15.5082	38.3	3.81
tig00001051	1	32993	3532	30666	92.947	14.864	38.6	3.68
tig00001052	1	35856	1178	24849	69.3022	4.4305	38.1	0.216
tig00001053	1	21688	2063	20462	94.3471	13.2707	38.2	0
tig00001054	1	34961	435	15997	45.7567	1.56597	38.2	0.586
tig00001056	1	31447	3367	29115	92.5843	15.0288	38.6	0.379
tig00001057	1	33667	554	10342	30.7185	2.14115	38.2	0
tig00001058	1	22387	3916	21928	97.9497	25.4803	38.2	0.195
tig00001059	1	36571	3675	34441	94.1757	14.1921	38.3	0.486
tig00001061	1	41665	6851	40306	96.7383	23.3327	38.3	0.335
tig00001062	1	34768	4521	32029	92.1221	18.3963	38.3	0.169
tig00001063	1	26562	834	17092	64.3476	4.22589	38.1	0
tig00001064	1	30194	3310	29108	96.4033	15.0524	38.7	0.308
tig00001065	1	30030	4152	29367	97.7922	19.8222	38.1	47.9
tig00001066	1	42274	4957	38407	90.8525	16.4332	38.4	2.78
tig00001067	1	40647	4536	38359	94.371	15.9024	38.3	0.562
tig00001068	1	13929	2866	13806	99.117	29.4399	38.2	4.8
tig00001069	1	29566	1542	26614	90.0156	7.32199	38.3	2.32
tig00001070	1	26211	4039	25852	98.6303	21.8272	38.1	0.126
tig00001071	1	29317	5449	28798	98.2297	26.1099	38.2	1.4
tig00001072	1	34872	237	7232	20.7387	0.623767	36.9	1.08
tig00001073	1	32323	6092	29213	90.3784	27.2221	38.2	2.93
tig00001074	1	26684	3181	21222	79.5308	16.7392	38.1	0.401
tig00001075	1	70620	5704	69353	98.2059	11.8597	38.2	13.9
tig00001076	1	29249	1989	28922	98.882	10.0115	38.2	7.05
tig00001077	1	926309	407176	921035	99.4306	64.1604	38.1	231
tig00001078	1	25490	280	4573	17.9404	1.58474	38.2	0
tig00001079	1	24815	1453	9903	39.9073	8.5896	38	0
tig00001080	1	33153	1188	13820	41.6855	5.24423	38.2	0
tig00001081	1	48688	8374	48162	98.9197	25.0938	38	1.43
tig00001083	1	42648	1951	18078	42.3889	6.50647	38.1	0.654
tig00001086	1	58113	12824	57622	99.1551	32.2575	38	0.358
tig00001088	1	37779	3326	32050	84.8355	12.8987	38.2	0
tig00001089	1	24131	323	8612	35.6885	1.85363	37.6	7.89
tig00001090	1	31752	5569	31640	99.6473	25.7509	38	0
tig00001091	1	35161	1049	21482	61.0961	4.30585	38	2.43
tig00001092	1	33798	3181	29095	86.085	13.7293	38.2	0
tig00001093	1	41002	3281	27533	67.1504	11.3466	38.3	0.466
tig00001094	1	35459	2465	29244	82.4727	10.189	38.2	1.97
tig00001095	1	33219	1511	22954	69.099	6.41157	38.3	0
tig00001096	1	40405	3617	31993	79.1808	13.0656	38.1	2.47
tig00001097	1	36315	6343	34110	93.9281	25.5587	37.9	3.42
tig00001098	1	38027	1320	22788	59.9258	4.68433	38.2	1.35
tig00001100	1	31098	2380	25223	81.1081	11.2946	38.2	0
tig00001102	1	33473	1678	18754	56.0272	6.97464	38.3	6.53
tig00001103	1	39775	3062	30316	76.2187	11.3174	38.2	0.25
tig00001104	1	34337	410	11641	33.9022	1.73824	38.3	0
tig00001105	1	38429	2346	27631	71.9014	8.93963	38.1	1.85
tig00001106	1	19049	844	15491	81.3219	6.04725	38.6	0
tig00001107	1	43212	3339	34032	78.7559	10.5959	38.4	0.229
tig00001108	1	42240	1868	28641	67.8054	6.04363	38.4	0.683
tig00001109	1	40014	3120	34904	87.2295	11.2664	38	0.327
tig00001110	1	36469	2724	28852	79.1138	10.9739	38.1	0.187
tig00001111	1	28415	509	10659	37.5119	2.10917	37.9	0
tig00001114	1	29759	2090	21999	73.9239	9.64266	38.3	0.122
tig00001115	1	29858	2225	23722	79.4494	10.5099	38.2	6.65
tig00001116	1	45068	2872	31795	70.5489	9.23216	38.1	7.37
tig00001117	1	36537	1751	30796	84.2872	6.22147	38.3	0.583
tig00001118	1	46390	3343	35374	76.2535	10.4842	38.1	1.07
tig00001119	1	39391	2965	31344	79.5715	11.032	38.1	1.38
tig00001120	1	42083	3367	33508	79.6236	11.4608	38.2	0.606
tig00001121	1	37925	3701	28397	74.8767	14.3228	38	0
tig00001122	1	32469	3987	31698	97.6254	18.1318	38.1	2.94
tig00001124	1	35896	3133	30422	84.7504	11.9433	38.4	0.326
tig00001125	1	27670	3395	26615	96.1872	18.1488	38.1	3.76
tig00001126	1	31442	3636	28077	89.2978	17.0285	38.2	0
tig00001127	1	36072	10445	35750	99.1073	42.5364	38.1	4.57
tig00001128	1	45151	2503	34738	76.9374	7.46945	38.4	1.02
tig00001129	1	99307	7734	54197	54.5752	11.3963	38	0.626
tig00001130	1	31959	2325	26652	83.3943	10.7066	38.2	3.29
tig00001131	1	34696	4458	31784	91.6071	17.9032	38.6	0.229
tig00001132	1	36319	1511	23435	64.5255	6.02566	38.1	0.338
tig00001133	1	32496	6990	31215	96.058	30.6479	37.9	0.438
tig00001134	1	26630	4033	25772	96.7781	22.4196	38.1	2.34
tig00001136	1	42791	4698	42082	98.3431	16.0013	37.9	0
tig00001137	1	37199	2572	28762	77.3193	10.0538	38.1	0
tig00001138	1	36799	1143	26513	72.0482	4.07601	38.2	1.34
tig00001139	1	30445	2383	22943	75.3588	11.4364	38.2	0.321
tig00001141	1	29877	3072	25922	86.7624	14.0732	38.4	0
tig00001142	1	518044	230784	517005	99.7994	65.0163	38	241
tig00001143	1	38761	4701	36554	94.3061	17.9199	38	5.59
tig00001144	1	36584	2813	26407	72.1818	11.0038	38.1	3.35
tig00001146	1	40656	2104	28435	69.9405	7.56612	38.2	1.21
tig00001147	1	51861	11890	49420	95.2932	33.3264	38	0.365
tig00001148	1	31314	1078	23287	74.3661	4.65511	38.2	0.237
tig00001149	1	25696	2831	23230	90.4032	16.2392	38.1	4.59
tig00001152	1	20328	1304	15782	77.6368	9.04378	38	3.72
tig00001153	1	45253	1921	16326	36.0772	6.20288	38	0.133
tig00001154	1	42699	8382	38812	90.8967	28.5472	38	0.669
tig00001155	1	43917	2439	38023	86.5792	7.36334	38.4	0.836
tig00001156	1	33496	3000	25107	74.9552	13.0678	38.1	4.59
tig00001157	1	36430	3475	34307	94.1724	14.1271	38.2	2.13
tig00001158	1	28384	4540	27954	98.4851	23.4238	38	0.674
tig00001159	1	44678	3718	37610	84.1801	12.22	38.1	0.0686
tig00001160	1	32088	4550	31448	98.0055	20.9732	38	0.953
tig00001161	1	39588	1130	20717	52.3315	3.62655	38.2	0.903
tig00001162	1	34447	3553	33317	96.7196	15.2485	38.1	3.52
tig00001163	1	35309	3048	28647	81.1323	12.71	38.1	6.11
tig00001164	1	27282	2137	24176	88.6152	10.7417	38.4	0.239
tig00001165	1	38690	10816	37406	96.6813	41.0789	38.1	6.81
tig00001166	1	24102	1223	14170	58.7918	7.05713	37.9	0.626
tig00001167	1	32446	3992	31339	96.5882	18.201	38.1	1.6
tig00001168	1	38889	2991	33546	86.2609	11.2196	38.1	1.71
tig00001169	1	32917	2929	24119	73.2722	12.9588	38	5.05
tig00001170	1	25870	1384	17212	66.5327	7.88411	38.3	0
tig00001171	1	32269	2717	26563	82.3174	12.3513	38.2	1.31
tig00001172	1	31172	3409	29753	95.4478	16.1769	38.1	1.35
tig00001173	1	28100	1773	21462	76.3772	9.20388	38.3	3.16
tig00001174	1	45029	3961	36503	81.0655	12.9797	38.1	5.21
tig00001175	1	31689	2354	23156	73.0727	10.9366	38.2	0
tig00001177	1	33787	1716	27528	81.4751	6.71288	38.4	3.12
tig00001178	1	25644	2386	20232	78.8956	13.6469	38	2.46
tig00001179	1	34699	2804	28282	81.5067	11.8693	38.1	4.55
tig00001180	1	38262	2069	31304	81.8149	7.35947	38.3	11.1
tig00001181	1	31881	1835	24740	77.6011	7.95075	38.2	9.17
tig00001182	1	32475	3306	22152	68.2125	14.9598	38.1	0
tig00001184	1	508680	154396	499935	98.2808	44.5037	38.1	228
tig00001185	1	35670	5101	34752	97.4264	21.0916	38.1	0.4
tig00001186	1	29056	3838	28328	97.4945	19.5186	38.1	13.5
tig00001187	1	33630	8360	33368	99.2209	36.4486	38.1	0
tig00001190	1	36707	6589	36583	99.6622	26.239	38	4.72
tig00001193	1	34219	1995	32548	95.1167	7.97925	38	0.511
tig00001194	1	69551	11498	68716	98.7994	24.3444	38.1	4.7
tig00001196	1	37889	3561	37700	99.5012	13.6524	38.1	1.5
tig00001197	1	29165	2593	27209	93.2933	12.983	38.1	3.44
tig00001198	1	39500	3634	39043	98.843	13.4968	38.1	4.84
tig00001199	1	22444	247	4322	19.2568	1.58662	38.1	1.03
tig00001200	1	42204	1648	17366	41.1478	5.0458	38.2	0.464
tig00001201	1	35095	3307	17872	50.9246	13.4921	38.1	0
tig00001202	1	98597	5524	42670	43.2772	8.14342	38.1	0.646
tig00001203	1	34857	53	1201	3.44551	0.186648	36.9	135
tig00001204	1	31905	2268	20787	65.1528	10.2648	38.2	0
tig00001205	1	189691	12378	58085	30.6209	9.5366	38.1	0.762
tig00001206	1	43719	9717	42832	97.9711	32.3327	38	5.85
tig00001207	1	45728	7367	41934	91.7031	23.6385	38	0.208
tig00001209	1	32071	3412	26172	81.6064	15.6222	38.1	0.374
tig00001210	1	62264	10453	60759	97.5829	24.741	38.1	2.22
tig00001212	1	29531	3109	28398	96.1634	14.7533	38	4.51
tig00001213	1	33637	8773	33598	99.8841	38.2071	37.9	4.94
tig00001214	1	30773	4804	30686	99.7173	23.0403	38.2	0.0531
tig00001215	1	33064	3826	30496	92.2332	16.9491	38	9.53
tig00001216	1	32281	5660	30443	94.3062	25.8192	38.1	1.62
tig00001217	1	45182	5393	38455	85.1113	17.4929	38.1	6.38
tig00001218	1	45984	7078	45921	99.863	22.349	38.2	0.937
tig00001219	1	42313	10881	42176	99.6762	37.6007	38.1	0.0469
tig00001220	1	33875	7229	33824	99.8494	31.1942	37.9	3
tig00001221	1	38785	5735	37821	97.5145	21.6249	38.1	6.45
tig00001223	1	26327	4656	24702	93.8276	26.019	38.1	5.2
tig00001224	1	42879	373	6500	15.1589	1.15245	37.6	0.684
tig00001225	1	34117	7923	33902	99.3698	34.0351	38	5.31
tig00001226	1	39092	7896	38792	99.2326	29.6682	38.1	1.42
tig00001227	1	31120	603	11080	35.6041	2.75999	38	0
tig00001230	1	26070	3529	26011	99.7737	19.8068	38.1	0.0723
tig00001231	1	37742	14668	37555	99.5045	57.2408	38.1	139
tig00001232	1	43180	8307	43068	99.7406	28.2339	38.1	7
tig00001233	1	31160	3116	24828	79.6791	14.761	38.2	4.42
tig00001235	1	32593	3735	32528	99.8006	15.0356	38.5	0.137
tig00001236	1	108962	21312	108258	99.3539	28.6986	38.1	3.45
tig00001237	1	47021	7729	46830	99.5938	23.4079	38.1	0.099
tig00001238	1	55589	5172	44553	80.1472	13.5119	37.9	0.0986
tig00001239	1	29643	5705	29594	99.8347	28.0134	38	0.0447
tig00001240	1	29711	5218	29533	99.4009	25.8412	38.1	0
tig00001241	1	22354	3194	22265	99.6019	19.5594	38.5	19.4
tig00001242	1	40891	6159	40575	99.2272	21.9617	38	6.96
tig00001243	1	31084	3907	29781	95.8081	17.1735	38.5	0.522
tig00001244	1	782307	14528	183452	23.4501	2.57142	38.1	9.76
tig00001245	1	34323	159	3648	10.6284	0.627422	37.9	0
tig00001246	1	36076	7485	35166	97.4775	30.4614	38.1	3.47
tig00001247	1	25564	3570	25494	99.7262	19.7804	37.9	4.57
tig00001249	1	30726	7860	29941	97.4452	37.753	38.2	0.0649
tig00001250	1	43122	7486	43058	99.8516	25.5813	38.1	1.33
tig00001251	1	31492	4775	29438	93.4777	22.2554	38	8.01
tig00001252	1	38391	5417	37997	98.9737	20.6848	38.1	8.99
tig00001253	1	29043	5099	28802	99.1702	25.8345	38.1	4.9
tig00001254	1	42687	5585	41161	96.4251	19.1282	38.2	0.228
tig00001255	1	46389	6359	45949	99.0515	20.1567	38.1	2.89
tig00001256	1	32153	57	1781	5.53914	0.163157	37	0
tig00001257	1	32009	5425	31863	99.5439	24.7448	38.1	2.07
tig00001258	1	30856	8144	30716	99.5463	38.6677	37.9	5.39
tig00001259	1	31274	1005	11577	37.018	4.66279	38.2	0.254
tig00001261	1	33949	722	5121	15.0844	3.04212	38	0
tig00001262	1	104541	37984	100634	96.2627	53.1855	38	177
tig00001263	1	25676	5426	25669	99.9727	31.0664	38.1	1.46
tig00001264	1	27565	4199	27498	99.7569	22.3387	38	4.98
tig00001265	1	33685	98	1765	5.23972	0.400327	37.9	5.2
tig00001266	1	26100	2885	25410	97.3563	16.1603	38.1	0
tig00001268	1	26986	3690	26610	98.6067	20.0667	38.2	0.484
tig00001269	1	33072	7869	32896	99.4678	34.6896	38	4.25
tig00001270	1	34499	6407	33574	97.3188	27.1882	38.1	7.32
tig00001271	1	29212	2066	16166	55.3403	10.3862	38.2	0
tig00001272	1	22647	227	6711	29.6331	1.01819	37.8	5.62
tig00001273	1	35529	5186	35456	99.7945	21.3647	38	0.492
tig00001274	1	33981	5003	29976	88.214	21.4168	38	9.94
tig00001275	1	38373	6231	37464	97.6311	23.903	38.1	9.41
tig00001276	1	24476	98	2544	10.3939	0.491338	37.7	5.2
tig00001277	1	33109	453	4792	14.4734	1.97475	38.1	0.563
tig00001278	1	28383	2946	28073	98.9078	15.1886	38.1	1.04
tig00001279	1	37709	4660	23278	61.7306	18.0358	38.1	0.274
tig00001280	1	26980	4075	26908	99.7331	22.152	38.1	0.438
tig00001281	1	45728	11374	45101	98.6288	36.2842	38	6.61
tig00001282	1	46951	316	4682	9.9721	0.936146	38.1	0
tig00001283	1	31619	3640	29683	93.8771	16.8826	38.2	5.6
tig00001284	1	36988	6681	36362	98.3076	26.4364	38.1	6.07
tig00001286	1	51911	8792	51540	99.2853	24.8879	38.1	8.41
tig00001287	1	23903	3906	23865	99.841	24.0461	38.1	10.2
tig00001288	1	29065	7804	28959	99.6353	39.4984	38	4.9
tig00001289	1	35615	3684	14385	40.3903	15.132	38.2	0
tig00001292	1	100296	702	13580	13.5399	0.926926	38	10.9
tig00001293	1	34541	4288	34277	99.2357	18.038	37.8	2.85
tig00001295	1	25002	2380	11864	47.4522	13.902	38.1	0
tig00001296	1	41224	261	7851	19.0447	0.863866	38	0
tig00001298	1	32950	315	7008	21.2686	1.38064	38.3	0
tig00001299	1	26075	328	5846	22.4199	1.7995	37.8	0
tig00001300	1	812084	425025	798998	98.3886	76.3972	38	238
tig00001303	1	32576	8810	28903	88.7248	39.2572	38.2	0.347
tig00001304	1	37835	31899	37339	98.689	122.705	38.2	1.01
tig00001305	1	43308	12436	38332	88.5102	41.0583	38.2	0.328
tig00001306	1	29661	11736	28033	94.5113	57.2468	38.3	0.196
tig00001307	1	29950	7888	28447	94.9816	38.0537	38.1	0.711
tig00001308	1	578154	86837	545049	94.274	21.3685	38.2	2.43
tig00001310	1	41048	5478	35669	86.8958	19.0122	38.3	0.186
tig00001311	1	50977	28360	47230	92.6496	79.2484	38.2	0.0989
tig00001312	1	30648	3371	28548	93.148	15.3097	38.3	0.378
tig00001313	1	36126	2933	27099	75.0125	11.3978	38.3	4.35
tig00001315	1	494910	83497	461322	93.2133	24.154	38.2	2.77
tig00001316	1	22164	3952	20958	94.5587	25.5143	38.3	1.61
tig00001317	1	38340	4634	32292	84.2254	17.354	38.2	2.42
tig00001318	1	32324	5363	29914	92.5442	23.5403	38.2	0.856
tig00001319	1	31203	4460	21867	70.0798	20.4543	38.2	1.09
tig00001320	1	44006	1646	33929	77.1008	4.89374	38.1	0
tig00001321	1	21184	988	16532	78.04	6.63992	38.3	0
tig00001322	1	35214	2032	29308	83.2283	8.08423	38.2	14.4
tig00001323	1	38074	1252	28600	75.1169	4.41028	38.2	0.407
tig00001324	1	30491	918	23573	77.3113	4.05038	38.4	0.278
tig00001325	1	36975	98	2833	7.66193	0.332252	37.4	2.6
tig00001326	1	33240	831	12561	37.7888	3.57295	37.9	114
tig00001327	1	41926	2350	28669	68.38	8.20863	38.1	7.05
tig00001328	1	31282	2901	30947	98.9291	13.4213	38	0.527
tig00001329	1	42787	817	6145	14.3618	2.76928	38.1	0
tig00001330	1	37606	2554	34382	91.4269	9.73371	38.1	0.499
tig00001331	1	37996	3043	36507	96.0812	11.3435	37.9	0.419
tig00001333	1	37156	213	3725	10.0253	0.599957	37.3	0
tig00001334	1	45761	607	10882	23.7801	1.77704	37.8	23.1
tig00001335	1	30464	655	11822	38.8065	2.59257	37.8	6.62
tig00001336	1	35558	693	6099	17.1523	2.77001	38	2.21
tig00001337	1	27820	163	3971	14.2739	0.787958	37.8	0
tig00001338	1	202029	4618	57749	28.5845	3.26044	38	53.9
tig00001339	1	38021	1463	13067	34.3678	5.56322	38	0.174
tig00001340	1	31427	187	3672	11.6842	0.778312	38.2	1.36
tig00001341	1	33921	717	7053	20.7924	3.00581	38.1	0
tig00001342	1	38918	2237	18234	46.8524	8.43923	38.1	0.456
tig00001343	1	26782	137	2621	9.78642	0.671458	37.3	0
tig00001344	1	37801	7594	35912	95.0028	29.4437	38.1	0.974
tig00001345	1	32037	476	6622	20.6699	2.11165	38.1	0.536
tig00001346	1	27886	468	6992	25.0735	2.41989	38	0
tig00001347	1	29981	480	6290	20.98	2.13495	37.7	0
tig00001348	1	313817	44535	153930	49.0509	20.7612	38	135
tig00001349	1	35955	587	8157	22.6867	2.28544	37.9	24.3
tig00001350	1	253970	8499	71495	28.151	4.88778	38.2	9
tig00001351	1	38288	6378	38198	99.7649	24.372	38	3.12
tig00001353	1	30556	1784	10101	33.0573	8.51666	38.1	0
tig00001355	1	35304	7565	35102	99.4278	31.6363	38.2	0.101
tig00001356	1	39744	841	9371	23.5784	3.01069	38.1	0
tig00001357	1	34976	7759	34883	99.7341	32.2625	38	1.08
tig00001358	1	33554	3298	32987	98.3102	12.3644	38.1	0.619
tig00001360	1	116901	4420	32771	28.0331	5.44134	38	172
tig00001361	1	42138	1309	12724	30.196	4.49333	38.1	0
tig00001362	1	31897	397	6511	20.4126	1.76794	38.2	0
tig00001363	1	40637	860	10429	25.6638	3.09816	38.4	0
tig00001364	1	51577	380	6269	12.1546	1.03081	37.9	0
tig00001365	1	29535	1293	18924	64.0731	5.06494	38.1	0
tig00001366	1	35634	856	12953	36.3501	3.53923	38.3	4.77
tig00001367	1	38689	512	5114	13.2182	1.91719	37.8	0
tig00001368	1	39214	7559	39141	99.8138	28.305	38.1	8.5
tig00001369	1	39663	1513	12781	32.224	5.52296	37.8	0
tig00001370	1	42505	689	8276	19.4707	2.31328	37.9	0
tig00001372	1	22210	2147	21922	98.7033	12.8125	38.1	1.31
tig00001373	1	33169	837	6357	19.1655	3.64696	37.9	0
tig00001374	1	431372	12405	92214	21.3769	4.10025	37.9	139
tig00001375	1	49488	1051	15773	31.8724	2.99465	37.9	1.7
tig00001376	1	33224	1163	15236	45.8584	5.06625	38.1	7.89
tig00001377	1	39610	753	6412	16.1878	2.76526	37.9	0.339
tig00001378	1	25364	818	9437	37.2063	4.56667	38	2.81
tig00001379	1	37088	339	7088	19.1113	1.30301	37.7	3.01
tig00001380	1	43680	848	12119	27.745	2.81637	38	0
tig00001381	1	43059	645	5273	12.246	2.12973	38	0
tig00001382	1	39666	143	4198	10.5834	0.462865	37.9	3.57
tig00001387	1	512483	73642	264920	51.6934	20.9436	38	214
tig00001388	1	105460	2205	18754	17.783	2.92769	37.9	171
tig00001389	1	26794	528	6769	25.2631	2.75502	37.9	0.483
tig00001390	1	37146	485	8235	22.1693	1.86868	37.9	0
tig00001391	1	23916	240	3554	14.8603	1.28332	37.6	2.12
tig00001392	1	36424	988	8044	22.0843	3.95456	38.1	0
tig00001394	1	137499	4960	35508	25.8242	5.18816	38	54.1
tig00001396	1	40699	1497	15313	37.625	5.31011	38.2	0.17
tig00001397	1	29217	728	5872	20.0979	3.59667	37.7	5.95
tig00001398	1	35585	272	3853	10.8276	1.0376	38	0
tig00001399	1	33938	7540	33828	99.6759	32.6258	38.2	1.49
tig00001401	1	33426	648	7534	22.5393	2.79483	38	28.7
tig00001402	1	39708	918	7595	19.1271	3.30815	37.9	0
tig00001403	1	36400	507	5773	15.8599	1.94049	37.9	0
tig00001404	1	172391	2261	22449	13.0221	1.84554	38.1	143
tig00001405	1	72342	1427	11356	15.6977	2.75601	38.1	137
tig00001406	1	26881	449	4275	15.9034	2.3504	38.3	0
tig00001408	1	64287	1440	12899	20.0647	3.1929	38.1	0.177
tig00001410	1	29147	2217	11462	39.3248	11.2497	38.2	0.46
tig00001411	1	111931	4389	19727	17.6243	5.72065	38.1	229
tig00001412	1	81620	2880	19562	23.9672	5.12013	38	95.4
tig00001413	1	48830	1089	12333	25.257	3.20385	38	18.7
tig00001414	1	104674	4499	34083	32.5611	6.23193	38.1	90.8
tig00001415	1	35592	1051	7703	21.6425	4.32918	38.2	0
tig00001416	1	35028	2208	12397	35.3917	9.25625	38.1	0.115
tig00001418	1	22765	1468	12395	54.4476	9.36881	38.1	0
tig00001419	1	25403	441	5657	22.269	2.43479	38.2	0
tig00001420	1	33674	738	9645	28.6423	3.17898	37.9	0
tig00001421	1	35893	5086	35744	99.5849	20.8342	38.1	190
tig00001422	1	251028	8895	48538	19.3357	5.11985	38	216
tig00001423	1	26587389	1947538	17386972	65.3956	10.6028	38.2	4.93
tig00001424	1	35357	884	8260	23.3617	3.60525	38.1	0
tig00001425	1	28166	1547	21069	74.803	8.10427	38.3	0
tig00001426	1	36389	1234	14578	40.0616	4.91583	38	0
tig00001427	1	29069	357	6043	20.7885	1.79556	38.4	0
tig00001428	1	32300	291	7933	24.5604	1.27752	37.8	0
tig00001429	1	29968	1012	17111	57.0976	4.94571	38.2	0
tig00001430	1	32751	2531	19621	59.9096	11.2953	38.2	0
tig00001431	1	26453	1032	15558	58.8137	5.67346	38.1	7.17
tig00001434	1	22241	1232	11054	49.701	8.09505	38.3	0.621
tig00001435	1	38144	475	10831	28.395	1.76374	38.1	0
tig00001436	1	24951	824	12604	50.515	4.82341	38.1	0
tig00001437	1	30751	446	11252	36.5907	2.10579	38.2	0
tig00001438	1	55609	5795	48256	86.7773	15.2985	38.2	0.264
tig00001439	1	44369	3009	31372	70.707	9.97611	38.3	0.169
tig00001440	1	33928	1029	16631	49.0185	4.39955	38.1	0
tig00001441	1	28485	148	3133	10.9988	0.746323	37.8	0
tig00001443	1	53100	3657	46793	88.1224	10.1217	38.2	0.279
tig00001444	1	31412	2320	25688	81.7777	10.8074	38.2	0.33
tig00001445	1	31014	1564	20534	66.2088	7.41672	38.3	0
tig00001446	1	27292	1530	23896	87.5568	7.65265	38.6	0
tig00001447	1	29498	1513	24191	82.0089	7.50332	38.1	0
tig00001448	1	26136	995	17865	68.354	5.57101	38.2	0.513
tig00001450	1	30286	1506	21340	70.4616	7.19025	38.1	2.03
tig00001451	1	56534	8627	38995	68.9762	22.4696	38.1	0.177
tig00001452	1	27778	2329	23407	84.2645	12.3557	38.4	0
tig00001453	1	32303	1044	25222	78.0794	4.26063	38.6	0
tig00001454	1	40139	2359	30134	75.0741	8.60694	38.2	0.108
tig00001455	1	48785	3269	40092	82.181	9.76066	38.1	0.312
tig00001456	1	54733	4972	47075	86.0084	13.3122	38.2	0.359
tig00001457	1	38704	1498	32052	82.8131	5.05635	38.5	1.87
tig00001459	1	37223	2019	31109	83.5747	7.47057	38.4	0.505
tig00001460	1	41817	4462	37813	90.4249	15.6279	38.1	0.0571
tig00001461	1	13387	1241	12927	96.5638	12.9494	38.1	0.822
