#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tig00002847	1	43488	5212	20872	47.9948	11.477	37	2.35
tig00002848	1	29589	3776	27639	93.4097	12.4664	37.4	0.405
tig00002849	1	35667	5386	18622	52.2107	14.4952	37	0
tig00002850	1	25995	833	10895	41.9119	3.07844	37.3	1.84
tig00002851	1	37113	1708	18603	50.1253	4.4763	37.1	0
tig00002854	1	33549	618	6621	19.7353	1.77037	37.1	0
tig00002855	1	36729	716	9713	26.445	1.85573	36.9	0
tig00002856	1	30068	318	4530	15.0659	0.993249	37	0
tig00002857	1	40916	2726	18317	44.7673	6.4868	37.3	0
tig00002858	1	36429	723	6775	18.5978	1.9098	37.3	0
tig00002859	1	36425	261	6611	18.1496	0.691119	37.2	0
tig00002860	1	32281	1237	15147	46.9223	3.70283	37.4	1.03
tig00002861	1	29831	567	8025	26.9015	1.82314	37.1	0
tig00002862	1	34764	1863	20746	59.6767	5.22431	37.2	0
tig00002865	1	34073	4513	29377	86.2178	12.9306	37.3	0.848
tig00002866	1	28416	2559	27102	95.3758	8.78885	37.3	0.399
tig00002867	1	35459	1781	17393	49.051	4.84193	37.1	3.87
tig00002868	1	35609	704	9110	25.5834	1.89598	37.3	0.724
tig00002869	1	16833	1722	16069	95.4613	9.99507	37.4	0
tig00002870	1	33570	4359	32383	96.4641	12.7572	37.3	6.03
tig00002873	1	22424	3032	21247	94.7512	13.3019	37.4	4.21
tig00002875	1	35114	3482	34010	96.856	9.74591	37.4	3.44
tig00002876	1	32028	2999	30395	94.9013	9.15081	37.4	0
tig00002877	1	21460	1482	19518	90.9506	6.77824	37.4	0
tig00002879	1	25651	3115	20415	79.5875	11.7748	37.1	0.982
tig00002880	1	48693	14817	44887	92.1837	29.7359	37.1	0.62
tig00002881	1	41789	6039	38825	92.9072	14.1158	37.2	0.38
tig00002882	1	37550	5541	35021	93.265	14.4709	37.4	0.874
tig00002883	1	22559	1100	17124	75.9076	4.77233	37.7	0.464
tig00002884	1	22742	2724	20525	90.2515	11.6482	37.2	0.0936
tig00002885	1	151822	8428	54375	35.815	5.37286	37.1	147
tig00002886	1	36755	4669	34867	94.8633	12.3694	37.2	0.109
tig00002887	1	5452059	1462657	5340189	97.9481	26.2204	37.3	221
tig00002889	1	27478	3723	26428	96.1788	13.2296	37.4	0.342
tig00002890	1	37986	7242	37630	99.0628	18.7049	37.4	0.106
tig00002891	1	37206	2291	33214	89.2705	6.01083	37.5	0.223
tig00002892	1	33112	5373	30474	92.0331	15.7117	37.2	3.8
tig00002893	1	27461	2951	24280	88.4163	10.5551	37.4	0.691
tig00002894	1	38974	1653	12551	32.2035	4.11308	37.4	0.309
tig00002895	1	34748	5649	33826	97.3466	15.9478	37.4	0.226
tig00002896	1	28602	4678	27135	94.871	16.084	37.4	0.109
tig00002897	1	37440	7559	35723	95.414	19.73	37.4	10.9
tig00002898	1	28741	5570	27944	97.227	18.9023	37.2	0.641
tig00002899	1	41242	2140	17307	41.9645	5.03659	37.3	0.119
tig00002900	1	27684	314	6025	21.7635	1.08955	37.2	1.62
tig00002901	1	24654	361	4525	18.354	1.34688	36.8	0
tig00002902	1	35550	655	6068	17.0689	1.7483	37.6	0
tig00002903	1	35639	2100	14985	42.0466	5.71161	37.3	0.486
tig00002904	1	34048	705	3690	10.8376	1.99201	36.8	0.362
tig00002905	1	40404	1726	9923	24.5594	4.12029	37.5	46.8
tig00002906	1	43572	1078	12828	29.4409	2.38986	37.2	0.71
tig00002907	1	24416	645	7372	30.1933	2.54976	37.1	10.3
tig00002908	1	42922	1025	11132	25.9354	2.29432	37.2	0
tig00002909	1	35264	507	3990	11.3147	1.37664	36.9	122
tig00002911	1	41450	417	6303	15.2063	0.935271	36.7	0
tig00002912	1	30975	3508	22099	71.3446	11.0888	37.3	0
tig00002913	1	302940	95221	278612	91.9694	30.6778	37.3	228
tig00002914	1	30164	3870	27983	92.7695	12.5568	37.3	0.198
tig00002916	1	40753	12460	40163	98.5523	29.876	37.2	0.389
tig00002918	1	153525	7570	63992	41.6818	4.78786	37.3	90.9
tig00002919	1	91272	1968	23873	26.1559	2.05859	37.3	147
tig00002920	1	33706	2128	13491	40.0255	6.14941	37.4	9.95
tig00002921	1	44920	1537	13592	30.2582	3.33183	37.5	166
tig00002922	1	153554	4884	49335	32.1288	3.07563	37.3	145
tig00002923	1	86582	3882	28916	33.3972	4.3035	37	37.9
tig00002926	1	28343	1804	11606	40.9484	6.13887	37.1	0.707
tig00002927	1	40287	2606	19300	47.9063	6.24636	37.2	7.73
tig00002928	1	38277	441	10413	27.2043	1.09612	36.8	0
tig00002929	1	39411	8882	38210	96.9526	22.0617	37.5	1.98
tig00002930	1	31518	946	10830	34.3613	2.94454	37.3	0
tig00002932	1	22188	135	2159	9.73048	0.556652	36.8	1.89
tig00002933	1	33462	725	7648	22.8558	2.06667	37	0
tig00002934	1	42842	2552	14527	33.9083	5.82375	37.4	0
tig00002935	1	37674	2039	15056	39.9639	5.18028	37.3	0
tig00002936	1	31383	1100	9101	28.9998	3.37798	37.2	0
tig00002937	1	31625	184	4131	13.0625	0.552411	37.1	4.16
tig00002938	1	29547	684	5109	17.2911	2.19386	37.9	0
tig00002939	1	27098	102	3657	13.4955	0.355783	37.6	0
tig00002940	1	37109	213	6921	18.6505	0.532378	36.8	0
tig00002941	1	31010	671	9552	30.803	2.0851	36.8	0
tig00002942	1	34500	715	5047	14.629	1.98849	36.7	0
tig00002943	1	32247	2535	15433	47.8587	7.62421	37.2	0
tig00002944	1	73995	13936	62292	84.1841	18.3663	37.1	1.98
tig00002945	1	38776	1394	12910	33.2938	3.48205	36.8	0
tig00002946	1	35983	416	6996	19.4425	1.11983	37.1	0
tig00002947	1	41119	204	5589	13.5923	0.456042	37.1	0
tig00002948	1	29657	322	5758	19.4153	1.05591	37.3	0
tig00002949	1	32993	15855	30913	93.6956	46.3604	36.8	4.68
tig00002950	1	27273	167	2400	8.79991	0.573461	37	0
tig00002951	1	109596	2844	33990	31.0139	2.49419	37	2.42
tig00002952	1	36584	6740	34523	94.3664	17.9563	37.2	0.0757
tig00002954	1	33033	3597	30397	92.0201	10.6811	37.3	10.5
tig00002955	1	372357	5342	68258	18.3313	1.36499	36.9	65.6
tig00002957	1	36372	6526	35230	96.8602	17.5513	37.2	0.781
tig00002958	1	29578	5791	26528	89.6883	19.0907	37.2	0.176
tig00002959	1	45329	11644	43494	95.9518	25.0249	37.1	16.8
tig00002960	1	31544	424	6093	19.3159	1.28202	36.7	0
tig00002961	1	37955	274	5425	14.2932	0.674904	36.8	0
tig00002962	1	44699	558	6595	14.7542	1.19575	37.1	0.457
tig00002963	1	34998	136	4687	13.3922	0.364049	36.4	0
tig00002964	1	28288	569	8334	29.4613	1.94259	37.2	0
tig00002965	1	58262	7490	52722	90.4912	12.5831	37.3	185
tig00002966	1	45789	456	6050	13.2128	0.943589	36.8	3.36
tig00002967	1	72236	7139	48018	66.4738	9.63862	37.3	145
tig00002968	1	36590	27	1291	3.52829	0.0526647	36.5	0
tig00002969	1	45378	2291	10908	24.0381	4.86634	36.7	148
tig00002970	1	44909	434	10891	24.2513	0.912401	36.9	0
tig00002972	1	39451	273	6054	15.3456	0.628881	37.1	0
tig00002973	1	27267	110	2872	10.5329	0.385301	37.2	0
tig00002974	1	45951	2092	12955	28.1931	4.42204	37.1	0.609
tig00002975	1	31943	1391	19409	60.7614	4.23107	37.2	2.38
tig00002977	1	35965	213	11362	31.5918	0.56263	36.6	3.59
tig00002978	1	39161	127	6058	15.4695	0.294349	36.2	0
tig00002979	1	208626	695	16317	7.82117	0.297087	36.9	123
tig00002980	1	39837	947	9586	24.0631	2.32138	37.5	2.69
tig00002981	1	26533	2737	17758	66.928	10.0223	37.1	187
tig00002983	1	69743	9997	52594	75.4112	14.0378	37.2	210
tig00002984	1	48358	3497	31033	64.1735	6.99299	37.1	35.5
tig00002986	1	51939	440	9204	17.7208	0.801363	37.1	85.2
tig00002987	1	32805	4242	32067	97.7503	12.6736	37.2	0
tig00002988	1	39709	5645	37532	94.5176	13.9154	37.3	0.407
tig00002989	1	29000	242	3773	13.0103	0.798448	37.7	4.21
tig00002990	1	189068	30970	114892	60.7676	15.994	37.3	161
tig00002991	1	32435	2913	19312	59.5406	8.779	37.3	6.92
tig00002992	1	404691	32805	128988	31.8732	7.84923	37.1	159
tig00002993	1	29548	629	4901	16.5866	2.02078	36.9	0
tig00002994	1	274057	12801	132693	48.418	4.5406	37.2	88.8
tig00002995	1	39262	652	7826	19.9328	1.60361	37	0.782
tig00002996	1	45332	1404	13283	29.3016	2.99228	37.3	0.545
tig00002997	1	29331	211	9205	31.3832	0.656439	36.9	0
tig00002998	1	48878	2487	19821	40.552	4.92336	37.2	2.26
tig00002999	1	90019	2955	27305	30.3325	3.16654	37.2	113
tig00003000	1	27012	658	8648	32.0154	2.35384	37.2	0
tig00003001	1	39695	3716	19104	48.127	9.02925	36.9	0
tig00003002	1	24864	415	4610	18.5409	1.60155	37.1	0
tig00003003	1	55693	1557	21810	39.1611	2.68398	37.2	0
tig00003004	1	44398	1997	19663	44.288	4.35884	37.4	7.79
tig00003005	1	39958	879	10926	27.3437	2.10328	37.2	0
tig00003006	1	69135	683	9389	13.5807	0.91236	36.9	131
tig00003007	1	28250	1458	6687	23.6708	4.95572	37	0
tig00003008	1	29605	706	5727	19.3447	2.30066	37	0
tig00003009	1	24957	648	8626	34.5634	2.47878	37.1	0.787
tig00003010	1	34513	1277	13661	39.5822	3.59146	37.2	14
tig00003011	1	53232	5407	34953	65.6616	9.86611	37.3	2.45
tig00003012	1	31782	1320	14594	45.9191	3.99588	37.1	3.28
tig00003013	1	37815	445	5355	14.161	1.11548	36.9	0
tig00003014	1	33101	893	12236	36.9657	2.61904	37.2	1.14
tig00003015	1	40532	4526	37770	93.1856	10.914	37.4	0
tig00003016	1	21567	521	3947	18.3011	2.36343	37.3	0
tig00003017	1	66735	5190	34152	51.1755	7.53169	37.2	4.91
tig00003018	1	53489	2963	20374	38.0901	5.35267	36.9	0.258
tig00003019	1	25188	2783	13675	54.2917	10.8006	37.3	0.458
tig00003020	1	106425	14247	100317	94.2607	13.079	37.2	0.931
tig00003021	1	30910	785	6289	20.3462	2.46642	37.3	0
tig00003022	1	50464	2851	29137	57.7382	5.39379	36.6	0
tig00003023	1	22811	2940	20415	89.4963	12.6258	37.2	0
tig00003024	1	39056	348	7285	18.6527	0.819055	36.9	19.8
tig00003025	1	33014	1469	15804	47.8706	4.33834	37.3	0.347
tig00003027	1	29805	1833	18574	62.3184	5.95739	37.1	0.139
tig00003028	1	34889	375	5517	15.813	0.989825	36.9	0
tig00003029	1	575974	187815	568218	98.6534	31.8431	37.2	231
tig00003030	1	37929	1679	13823	36.4444	4.28733	37.2	0
tig00003031	1	33864	2429	20715	61.1712	6.98388	37.2	0
tig00003032	1	33035	914	17584	53.2284	2.63772	37.1	0.558
tig00003033	1	214066	7805	133762	62.4863	3.51846	36.8	163
tig00003034	1	48020	1700	18380	38.2757	3.43165	37.2	58.6
tig00003035	1	29298	4064	28358	96.7916	13.5209	37.2	1.82
tig00003036	1	24862	1071	21370	85.9545	4.18394	37.3	0.238
tig00003037	1	36029	4811	34199	94.9208	13.0538	37.4	0
tig00003039	1	29867	3468	29200	97.7668	11.3708	37.4	0
tig00003040	1	3551251	177479	1836590	51.7167	4.85898	37.2	90
tig00003041	1	175321	22955	162249	92.544	12.8095	37.2	8.5
tig00003042	1	4580915	780506	2852811	62.276	16.6238	37.3	228
tig00003043	1	36380	409	4606	12.6608	1.06196	36.8	0
tig00003044	1	21885	1313	12941	59.1318	5.85894	37.3	0
tig00003045	1	31772	922	16987	53.4653	2.81402	37.2	0
tig00003046	1	34957	163	3979	11.3826	0.422805	36.8	0
tig00003047	1	39506	2339	20784	52.6097	5.74447	37.4	0
tig00003048	1	39508	1485	34527	87.3924	3.6891	37.9	5.49
tig00003049	1	46351	397	7291	15.73	0.802982	37.1	1.28
tig00003051	1	41752	1231	19804	47.4325	2.86305	37.4	0
tig00003052	1	61856	2035	23552	38.0755	3.19882	37.3	0
tig00003053	1	45043	1823	40065	88.9483	3.98475	37.9	0.979
tig00003054	1	56981	4418	36435	63.9424	7.55039	37.2	0.923
tig00003055	1	34443	633	15709	45.6087	1.77403	37.1	2.01
tig00003056	1	30536	4693	29052	95.1402	15.0067	37.3	0
tig00003057	1	31886	663	9771	30.6435	1.96669	37.2	0
tig00003058	1	35103	235	4080	11.6229	0.619007	37.2	0
tig00003059	1	35967	871	17064	47.4435	2.34484	37.2	0
tig00003060	1	39105	2410	20750	53.0623	5.99197	37.4	27.7
tig00003061	1	40069	2275	20078	50.1086	5.53425	37.3	0.897
tig00003062	1	29193	422	9672	33.1312	1.38735	37	1.21
tig00003063	1	35906	754	9709	27.04	2.05821	37.3	0
tig00003065	1	65780	4278	37890	57.6011	6.31248	36.9	0.119
tig00003066	1	29768	466	5975	20.0719	1.51549	37.3	0
tig00003067	1	28500	60	2279	7.99649	0.181649	36	4.25
tig00003068	1	28348	3121	20243	71.4089	10.713	37	0.163
tig00003069	1	30329	233	5550	18.2993	0.720993	37.2	0
tig00003070	1	43789	1203	24731	56.4777	2.65889	37.4	0
tig00003071	1	35566	138	3100	8.71619	0.342546	37	1.85
tig00003072	1	26687	3729	24915	93.3601	13.6625	37.3	1.16
tig00003073	1	25153	5933	24562	97.6504	23.0462	37.3	1.93
tig00003074	1	32401	566	13653	42.1376	1.68057	37.2	0
tig00003075	1	21116	204	4903	23.2194	0.931474	37.2	0
tig00003076	1	27155	205	5320	19.5912	0.708636	37	0
tig00003077	1	47356	1848	26079	55.0701	3.79126	37.3	0
tig00003081	1	61664	9341	59694	96.8053	14.7764	37.1	0.874
tig00003082	1	26087	4075	23923	91.7047	15.2915	37.3	5.38
tig00003083	1	25330	597	3698	14.5993	2.28255	37.6	224
tig00003085	1	105231	14620	100361	95.3721	13.6048	37.3	1.97
tig00003086	1	31549	1367	12476	39.5448	4.24784	37.6	0
tig00003087	1	29273	776	16200	55.3411	2.56093	37.5	0
tig00003088	1	30876	4437	29318	94.954	14.1119	37.3	0
tig00003089	1	34503	1329	19804	57.3979	3.76683	37.5	0.576
tig00003090	1	20987	895	14970	71.3299	4.17558	37.5	1.42
tig00003091	1	36989	694	8134	21.9903	1.81884	37.7	0
tig00003092	1	36729	4038	31998	87.1192	10.7106	37.3	2.4
tig00003093	1	31442	2155	16808	53.4572	6.66535	37.3	0
tig00003094	1	174406	25206	168061	96.3619	14.1811	37.4	0.607
tig00003095	1	35276	384	7489	21.2297	1.02325	36.8	1.33
tig00003096	1	124210	21627	118016	95.0133	17.0292	37.2	2.19
tig00003097	1	35583	670	9971	28.0218	1.80609	37	0
tig00003098	1	28657	813	16003	55.8432	2.75489	37.5	5.02
tig00003100	1	476959	20460	172167	36.0968	4.14063	37.1	52.7
tig00003101	1	46784	853	11236	24.0168	1.77063	37.5	54.1
tig00003102	1	35271	1651	8604	24.394	4.55286	37.3	174
tig00003103	1	345668	6706	89436	25.8734	1.85745	37.2	41.8
tig00003104	1	29240	127	3189	10.9063	0.39617	36.9	0
tig00003105	1	32024	5436	31160	97.302	16.3387	37	0.0938
tig00003106	1	34492	5568	33049	95.8164	15.7663	37.2	1.42
tig00003107	1	33242	5960	32847	98.8117	17.5231	37.3	0.0428
tig00003108	1	32000	5772	31479	98.3719	17.4423	37	0.221
tig00003110	1	38254	2903	33138	86.6262	7.39512	37.4	1.23
tig00003111	1	39030	6042	36563	93.6792	15.0989	37.4	2.49
tig00003113	1	32978	3535	31676	96.0519	10.4838	37.3	0
tig00003114	1	30577	3780	29910	97.8186	12.1087	37.3	0
tig00003115	1	38953	7652	35494	91.1201	19.1526	37.3	0.0333
tig00003116	1	39710	5421	38669	97.3785	13.3812	37.3	0.612
tig00003117	1	49461	3595	43719	88.3909	7.09636	37.5	0.922
tig00003118	1	41738	6668	39252	94.0438	15.629	37.3	14.5
tig00003119	1	41013	5900	38615	94.1531	14.0721	37.3	0.475
tig00003120	1	28413	2573	27231	95.8399	8.7549	37.2	0.198
tig00003121	1	25485	4660	25174	98.7797	17.867	37.2	4.21
tig00003122	1	32783	3073	29491	89.9582	9.17607	37.5	0.415
tig00003123	1	65224	11761	60890	93.3552	17.5697	37.2	11
tig00003125	1	37049	7062	36411	98.278	18.5624	37.2	0
tig00003128	1	151239	10626	139098	91.9723	6.83297	37.2	186
tig00003129	1	46783	1265	30216	64.5876	2.61646	37.2	1.41
tig00003130	1	2383791	727269	2365625	99.2379	29.8782	37.3	212
tig00003131	1	188911	37161	174471	92.3562	19.2427	37.3	213
tig00003132	1	396338	9531	111307	28.0839	2.30998	37.2	53.4
tig00003133	1	36401	1790	16453	45.1993	4.77404	37	0
tig00003134	1	1120083	369337	1108563	98.9715	32.256	37.3	228
tig00003135	1	25238	90	3429	13.5867	0.327918	37	0
tig00003136	1	41211	4168	39135	94.9625	9.91548	37.4	0
tig00003137	1	69785	945	16660	23.8733	1.2828	37.4	8.37
tig00003138	1	44899	5075	42618	94.9197	11.0935	37.4	0.0502
tig00003139	1	59457	6625	56565	95.136	10.8883	37.3	0
tig00003140	1	33337	40	1663	4.98845	0.0898401	35.9	0
tig00003143	1	33370	2490	28174	84.4291	7.32901	37.5	0.41
tig00003144	1	37269	2507	36276	97.3356	6.61974	37.4	0.509
tig00003146	1	45382	8555	44682	98.4575	18.5556	37.5	0.507
tig00003147	1	34740	2633	29350	84.4847	7.37841	37.3	0
tig00003148	1	93548	4735	89304	95.4633	4.98868	37.6	1.51
tig00003150	1	27057	2638	21422	79.1736	9.55232	37.4	0
tig00003151	1	37069	3955	35759	96.466	10.4546	37.4	0
tig00003152	1	29963	1692	28533	95.2274	5.55008	37.7	0.452
tig00003154	1	37455	3851	33538	89.5421	10.0585	37.2	0.265
tig00003155	1	30720	821	23196	75.5078	2.6165	37.7	12.7
tig00003157	1	33133	4082	32198	97.178	11.9635	37.1	0
tig00003159	1	35610	3876	30161	84.6981	10.6348	37.1	0
tig00003160	1	78429	8661	74556	95.0618	10.7985	37.3	2.62
tig00003161	1	46472	7375	45665	98.2635	15.5556	37.3	2.94
tig00003162	1	35528	3860	34354	96.6956	10.6584	37.5	0.0661
tig00003163	1	35125	2046	30045	85.5374	5.66534	37.3	2.12
tig00003165	1	59902	27236	59655	99.5877	44.3905	37.2	234
tig00003166	1	43598	697	14108	32.3593	1.52161	37.4	26.7
tig00003168	1	568177	14867	196049	34.5049	2.51988	37.1	41.8
tig00003171	1	37256	3089	27145	72.8607	8.06104	37.1	0
tig00003172	1	38569	2824	24807	64.3185	7.08043	36.9	0.181
tig00003173	1	33917	706	13549	39.9475	1.96919	37	0
tig00003174	1	39973	1322	19963	49.9412	3.1865	36.9	0.193
tig00003175	1	28312	4648	27990	98.8627	16.1298	37.5	10.6
tig00003176	1	30962	476	10368	33.4862	1.44732	36.9	0
tig00003177	1	226043	47877	220444	97.523	20.7123	37.3	212
tig00003179	1	27688	975	12863	46.4569	3.44734	37.4	0
tig00003180	1	32851	998	9210	28.0357	2.96712	37.4	6.39
tig00003181	1	35439	239	5020	14.1652	0.617004	37	1.07
tig00003184	1	53160	14117	51892	97.6147	25.9672	37.2	0
tig00003185	1	67589	20177	66525	98.4258	29.0967	37	0.682
tig00003186	1	31884	9610	31553	98.9619	29.4016	36.9	0.212
tig00003187	1	35387	6925	34538	97.6008	19.1931	37.2	0
tig00003188	1	428489	258655	425165	99.2243	59.0593	37.1	209
tig00003189	1	39147	8695	36359	92.8781	21.7059	37.2	0.235
tig00003190	1	38768	8520	37641	97.093	21.539	37.3	4.91
tig00003191	1	43186	7793	41495	96.0844	17.716	37.4	75.9
tig00003192	1	31776	6588	31224	98.2628	20.35	37.4	0.0774
tig00003193	1	27511	6161	27254	99.0658	21.9391	37.2	0.124
tig00003194	1	26869	7360	26645	99.1663	26.8161	37.2	1.28
tig00003195	1	52970	7934	50317	94.9915	14.6681	37.3	6.14
tig00003196	1	29003	2256	26639	91.8491	7.59656	37.3	13.1
tig00003197	1	60368	8428	56146	93.0062	13.6625	37.3	0.363
tig00003198	1	30788	3184	27620	89.7103	10.0749	37.3	0.16
tig00003199	1	36080	3219	34002	94.2406	8.69784	37.3	2.77
tig00003200	1	36413	3030	29504	81.026	8.11765	37.3	0.505
tig00003201	1	38548	5883	36580	94.8947	14.9226	37.3	0.0867
tig00003203	1	53276	9987	50527	94.8401	18.3347	37.2	0.0511
tig00003204	1	32782	6254	30972	94.4787	18.6611	37.3	0.0815
tig00003205	1	35071	4314	34189	97.4851	12.0014	37.3	0.118
tig00003206	1	36525	6251	34752	95.1458	16.688	37.2	0
tig00003207	1	40523	10194	39338	97.0757	24.4579	37.2	1.45
tig00003208	1	36595	6577	35929	98.1801	17.5456	37.3	0
tig00003209	1	75532	15351	74384	98.4801	19.8657	37.3	15.1
tig00003210	1	37020	4855	35496	95.8833	12.8967	37.4	0
tig00003211	1	200576	6883	72060	35.9265	3.33545	37.4	7.22
tig00003213	1	82789	2345	17675	21.3495	2.71303	37.2	202
tig00003214	1	25691	107	2750	10.7041	0.364096	37	0
tig00003216	1	37211	2629	16602	44.6158	6.86246	37	0
tig00003218	1	28565	1329	12548	43.9279	4.48626	37.4	1.73
tig00003220	1	29064	1580	19358	66.6047	5.29824	37.3	0.323
tig00003221	1	174781	4299	49478	28.3086	2.3661	37.2	11.7
tig00003222	1	31348	1160	11170	35.6323	3.55197	37.2	0
tig00003224	1	31698	258	4916	15.5089	0.767872	37	0
tig00003225	1	30366	1611	10867	35.7867	5.11022	36.7	1.42
tig00003226	1	33544	2332	29713	88.5792	6.79081	37.3	5.9
tig00003227	1	30420	420	6662	21.9001	1.29944	36.8	2.43
tig00003228	1	30272	553	19288	63.7156	1.73642	36.7	0.461
tig00003229	1	35621	1476	22704	63.7377	4.01303	37	0.518
tig00003230	1	45062	882	12090	26.8297	1.86024	37.3	11
tig00003231	1	36542	474	6171	16.8874	1.24813	37.2	0
tig00003232	1	35101	332	8000	22.7914	0.884875	36.7	0
tig00003233	1	81526	1735	34436	42.2393	2.03461	36.9	27.5
tig00003234	1	36083	585	7583	21.0154	1.54801	37.3	5.67
tig00003235	1	25988	1446	15679	60.3317	5.44059	37.6	0
tig00003236	1	38400	423	8752	22.7917	1.02542	36.8	0.603
tig00003237	1	50127	693	10990	21.9243	1.32306	36.9	0.368
tig00003238	1	479283	20287	189958	39.6338	4.08499	37.2	154
tig00003239	1	40006	1087	13381	33.4475	2.60133	37.2	2.82
tig00003240	1	34415	2368	18222	52.9478	6.65823	37.2	0
tig00003241	1	35632	982	8892	24.9551	2.67518	37.5	1.56
tig00003242	1	110264	7143	39188	35.5402	6.31877	37.3	171
tig00003243	1	21708	994	11593	53.4043	4.45656	37.3	0
tig00003244	1	32954	333	4085	12.3961	0.928324	36.9	6.13
tig00003245	1	29794	113	2102	7.05511	0.348023	37.3	0
tig00003247	1	146610	4690	28605	19.5109	3.07659	37	147
tig00003248	1	74195	8939	65699	88.5491	11.7761	37.4	219
tig00003251	1	41491	11650	40801	98.337	27.5989	37.5	148
tig00003254	1	30051	364	8133	27.064	1.09837	36.2	0
tig00003255	1	95813	12718	86159	89.9241	12.9594	37.3	191
tig00003257	1	1094285	29240	319285	29.1775	2.57965	37.2	20.5
tig00003258	1	1480029	113099	767852	51.8809	7.43346	37.3	187
tig00003259	1	37568	1254	25365	67.5176	3.183	36.9	0.203
tig00003260	1	28358	840	10862	38.3031	2.8764	37.5	0
tig00003261	1	33535	285	5472	16.3173	0.80832	37.2	9.84
tig00003263	1	25811	647	18533	71.8027	2.4137	36.8	2.36
tig00003265	1	25230	157	4936	19.564	0.570155	36.9	0
tig00003267	1	32140	143	3242	10.0871	0.41982	36.8	0
tig00003269	1	43023	1599	15875	36.8989	3.59845	37.4	0.797
tig00003270	1	24574	168	3462	14.0881	0.629853	37.3	0
tig00003272	1	23379	148	3728	15.9459	0.579794	36.5	5.17
tig00003273	1	34211	243	4143	12.1101	0.659466	37.2	4.2
tig00003274	1	32757	2730	9348	28.5374	8.10816	37	0.28
tig00003275	1	28152	45	1585	5.63015	0.151357	37.7	0
tig00003276	1	48789	1109	16044	32.8845	2.20917	37.3	0
tig00003278	1	29351	253	3481	11.8599	0.827842	37.2	0
tig00003279	1	34313	758	13087	38.1401	2.13109	37.1	4.04
tig00003280	1	38368	865	9135	23.8089	2.128	36.9	0.295
tig00003281	1	28163	555	8516	30.2383	1.88939	37.1	17
tig00003282	1	56807	1191	19194	33.7881	2.00848	37.1	4.28
tig00003283	1	35765	387	5783	16.1694	1.03302	37.2	0
tig00003284	1	37485	4205	16507	44.0363	10.904	37.3	0.0606
tig00003285	1	24895	250	4991	20.0482	0.960072	36.7	1.02
tig00003286	1	37738	601	10404	27.569	1.50745	37.2	0
tig00003287	1	34543	862	20831	60.3045	2.41346	37.4	0.592
tig00003288	1	35390	448	12421	35.0975	1.21396	37.1	1.14
tig00003289	1	407816	15830	118113	28.9623	3.74384	37.1	111
tig00003290	1	82580	3050	30623	37.0828	3.56891	37.1	29.8
tig00003291	1	34242	352	6745	19.698	0.989341	37.4	2.17
tig00003292	1	28256	284	5794	20.5054	0.955195	37.2	2.69
tig00003293	1	29457	1310	25627	86.998	4.35492	37.6	0.389
tig00003294	1	173778	52625	171211	98.5228	29.6082	37.3	232
tig00003295	1	104488	4931	69954	66.9493	4.57008	37.1	150
tig00003296	1	35930	4009	32774	91.2163	10.8129	37	0.572
tig00003297	1	33759	2179	30453	90.2071	6.3301	37.6	1.29
tig00003298	1	30340	1943	24900	82.0699	6.26424	37.5	2.62
tig00003299	1	31342	465	6214	19.8264	1.41889	37.3	0
tig00003301	1	37760	2979	31321	82.9476	7.72582	37.4	0
tig00003302	1	35822	9503	34440	96.142	25.8769	37.3	225
tig00003303	1	44355	4885	38478	86.7501	10.7262	37.3	1.36
tig00003304	1	45119	2886	40847	90.5317	6.26295	37.6	2.3
tig00003305	1	38012	1191	30712	80.7955	3.05427	37.6	3.43
tig00003307	1	31750	3629	28612	90.1165	11.2401	37.6	0.422
tig00003308	1	31790	1381	27896	87.7509	4.25838	37.8	2.22
tig00003309	1	27588	1292	24311	88.1216	4.58098	37.7	3.36
tig00003310	1	34174	1274	26125	76.447	3.64725	37.7	0.6
tig00003311	1	39177	3125	33596	85.7544	7.7934	37.5	1.06
tig00003312	1	24073	695	16617	69.0275	2.8301	37.4	0
tig00003313	1	33106	1306	23921	72.2558	3.84728	37.7	5.86
tig00003314	1	38517	1622	31341	81.3693	4.112	37.6	1.41
tig00003316	1	24764	1259	21778	87.9422	4.96123	37.8	1.62
tig00003317	1	49374	2030	14275	28.912	3.98487	37.3	199
tig00003318	1	22456	2460	21119	94.0461	10.8067	37.6	0
tig00003319	1	34181	2046	30872	90.3192	5.8601	37.8	1.37
tig00003320	1	53818	5940	52342	97.2574	10.8389	37.4	1.2
tig00003322	1	158710	12264	141726	89.2987	7.60822	37.6	1.06
tig00003323	1	6093484	515122	3360903	55.1557	8.21961	37.2	131
tig00003324	1	173302	13573	151578	87.4647	7.69665	37.5	0.282
tig00003325	1	48636	3250	39158	80.5124	6.55942	37.6	0.392
tig00003326	1	734176	42688	280691	38.2321	5.64252	37.2	18.2
tig00003327	1	41833	1840	38895	92.9768	4.323	37.7	6.51
tig00003328	1	29209	128	3225	11.0411	0.39279	37.3	0
tig00003329	1	32914	233	4217	12.8122	0.656985	37	0
tig00003330	1	30113	801	7445	24.7235	2.56653	37.2	0
tig00003331	1	68139	1985	20961	30.7621	2.79273	37	39.6
tig00003332	1	34367	1882	30475	88.6752	5.30654	37.4	1.49
tig00003333	1	787089	17219	158406	20.1256	2.10159	37.2	133
